paper_id,title,pub_date,journal,abstract
paper_880af47ff3,On Battery Chemistry,2025-11-27,medRxiv,Reports improvements in safety using novel reagent.
paper_2c3442b756,Towards Photovoltaic Perovskites,2013-04-12,Science Advances,Reports improvements in efficacy using novel reagent.
paper_419dff40da,A study of Ultrafast Li-Ion Charging,2014-04-20,J. Med. Chem.,Reports improvements in stability using microfabrication.
paper_84a917ba29,On Ultrafast Li-Ion Charging,2011-04-11,BioRxiv,Reports improvements in stability using microfabrication.
paper_dea86cea8c,Engineering Mrna Therapeutics,2019-06-30,BioRxiv,Reports improvements in stability using novel reagent.
paper_8d9d360684,Towards Nanopore Sequencing,2016-03-08,J. Med. Chem.,Reports improvements in throughput using ML optimisation.
paper_f290af1266,Engineering Battery Chemistry,2016-01-10,IEEE TBME,Reports improvements in yield using novel reagent.
paper_bd19311933,On Nanopore Sequencing,2013-12-12,medRxiv,Reports improvements in throughput using closed-loop control.
paper_a261807964,Benchmarking Single-Cell Multiomics,2020-10-29,BioRxiv,Reports improvements in yield using closed-loop control.
paper_81dffd8b21,Benchmarking Mrna Therapeutics,2011-04-24,medRxiv,Reports improvements in safety using ML optimisation.
paper_ef177039ff,Engineering Car-T Manufacturing,2021-06-16,IEEE TBME,Reports improvements in throughput using closed-loop control.
paper_81a849cf06,Engineering Graphene Membranes,2023-04-30,medRxiv,Reports improvements in efficacy using novel reagent.
paper_99c6a56fb3,Towards Battery Chemistry,2022-01-19,Sci Reports,Reports improvements in stability using novel reagent.
paper_720188abbd,A study of Bioreactor Control,2017-09-06,IEEE TBME,Reports improvements in safety using novel reagent.
paper_f8b758308c,On Photovoltaic Perovskites,2024-02-03,IEEE TBME,Reports improvements in yield using ML optimisation.
paper_429dacb30d,On Robotic Prosthetics,2012-02-22,BioRxiv,Reports improvements in stability using ML optimisation.
paper_095e6b1922,On Gene Editing (Crispr),2018-11-09,J. Med. Chem.,Reports improvements in throughput using closed-loop control.
paper_aa5f10ed5c,Benchmarking Mrna Therapeutics,2024-08-08,Nature Communications,Reports improvements in safety using novel reagent.
paper_8d4e63f4ff,On Biosensors,2012-03-20,BioRxiv,Reports improvements in throughput using microfabrication.
paper_77d96f0e84,Towards Lab-On-A-Chip,2019-04-09,Nature Communications,Reports improvements in yield using microfabrication.
paper_ee27d3eb05,Towards Car-T Manufacturing,2021-09-01,Science Advances,Reports improvements in safety using ML optimisation.
paper_a42d3f553e,Benchmarking Ai-Driven Medicinal Chemistry,2016-08-02,Nature Communications,Reports improvements in throughput using novel reagent.
paper_7427623cf3,Engineering Ai-Driven Medicinal Chemistry,2025-02-24,medRxiv,Reports improvements in safety using novel reagent.
paper_c2d66c526b,A study of Gene Editing (Crispr),2022-11-20,BioRxiv,Reports improvements in efficacy using microfabrication.
paper_066362f15b,Towards Single-Cell Multiomics,2017-01-11,medRxiv,Reports improvements in stability using ML optimisation.
paper_beab55cdb7,Engineering Mrna Therapeutics,2020-09-24,Sci Reports,Reports improvements in throughput using closed-loop control.
paper_a730bade95,A study of Robotic Prosthetics,2010-11-05,medRxiv,Reports improvements in efficacy using closed-loop control.
paper_499fb46acc,A study of Ai-Driven Medicinal Chemistry,2012-08-14,J. Med. Chem.,Reports improvements in throughput using ML optimisation.
paper_e654b029bc,Benchmarking Mrna Therapeutics,2017-12-16,IEEE TBME,Reports improvements in safety using ML optimisation.
paper_3e40022921,Towards Graphene Membranes,2018-01-09,Nature Communications,Reports improvements in stability using microfabrication.
paper_fe5e1bbfbf,Benchmarking Single-Cell Multiomics,2015-09-25,Nature Communications,Reports improvements in yield using microfabrication.
paper_94c9f1e4af,Towards Wearable Health Sensors,2021-09-19,BioRxiv,Reports improvements in efficacy using closed-loop control.
paper_522b59c357,On Bioreactor Control,2020-06-24,medRxiv,Reports improvements in yield using novel reagent.
paper_524cb138a4,A study of Gene Editing (Crispr),2014-12-06,IEEE TBME,Reports improvements in yield using ML optimisation.
paper_e61e38df28,Towards Robotic Prosthetics,2024-07-24,IEEE TBME,Reports improvements in stability using microfabrication.
paper_47d443781b,Engineering Car-T Manufacturing,2010-03-29,IEEE TBME,Reports improvements in safety using ML optimisation.
paper_26d8685cd2,On Ultrafast Li-Ion Charging,2025-08-24,Nature Communications,Reports improvements in safety using ML optimisation.
paper_1f159e2574,Towards Protein Engineering,2011-02-28,medRxiv,Reports improvements in stability using closed-loop control.
paper_b7917babcd,A study of Single-Cell Multiomics,2023-05-10,J. Med. Chem.,Reports improvements in efficacy using ML optimisation.
paper_4b4c1cd1a5,Benchmarking Nanopore Sequencing,2024-01-20,Nature Communications,Reports improvements in throughput using ML optimisation.
paper_af0971aab8,A study of Gene Editing (Crispr),2017-03-04,J. Med. Chem.,Reports improvements in throughput using ML optimisation.
paper_105a96c96c,Benchmarking Battery Chemistry,2011-07-31,Science Advances,Reports improvements in safety using microfabrication.
paper_1c054ab537,On Solid-State Cooling,2013-12-25,BioRxiv,Reports improvements in yield using ML optimisation.
paper_32ee2ad3be,Towards Nanopore Sequencing,2012-08-22,IEEE TBME,Reports improvements in efficacy using ML optimisation.
paper_04ff0d045a,Benchmarking Mrna Therapeutics,2025-08-27,medRxiv,Reports improvements in efficacy using novel reagent.
paper_9eacd5ce49,Engineering Solid-State Cooling,2019-06-01,medRxiv,Reports improvements in efficacy using closed-loop control.
paper_6f10398d51,Benchmarking Biosensors,2018-07-22,medRxiv,Reports improvements in efficacy using ML optimisation.
paper_5b1ebba6b6,On Nanopore Sequencing,2023-09-11,Nature Communications,Reports improvements in throughput using novel reagent.
paper_c6cb1152db,Engineering Bioreactor Control,2011-12-17,medRxiv,Reports improvements in efficacy using novel reagent.
paper_64b4f86592,A study of Biosensors,2012-08-01,medRxiv,Reports improvements in safety using novel reagent.
paper_162a660cc9,On Photovoltaic Perovskites,2024-12-16,Nature Communications,Reports improvements in safety using microfabrication.
paper_6af3a45b8c,On Photovoltaic Perovskites,2023-11-11,J. Med. Chem.,Reports improvements in stability using closed-loop control.
paper_ce67f03813,Benchmarking Ai-Driven Medicinal Chemistry,2024-10-18,Sci Reports,Reports improvements in throughput using ML optimisation.
paper_47c515ce4e,Towards Robotic Prosthetics,2011-12-11,medRxiv,Reports improvements in yield using ML optimisation.
paper_95b05ef48d,On Diagnostic Imaging,2025-12-05,Nature Communications,Reports improvements in safety using ML optimisation.
paper_b1591bcf96,Towards Biosensors,2022-02-28,medRxiv,Reports improvements in yield using microfabrication.
paper_67d62fcb71,Towards Ai-Driven Medicinal Chemistry,2010-05-01,J. Med. Chem.,Reports improvements in efficacy using ML optimisation.
paper_292d1753cf,On Car-T Manufacturing,2025-03-03,Science Advances,Reports improvements in yield using ML optimisation.
paper_023be45076,Towards Robotic Prosthetics,2023-02-09,Science Advances,Reports improvements in safety using novel reagent.
paper_7d34e3ccb9,Towards Bioreactor Control,2015-12-19,J. Med. Chem.,Reports improvements in efficacy using novel reagent.
paper_ff2a974219,On Solid-State Cooling,2012-03-23,Sci Reports,Reports improvements in throughput using novel reagent.
paper_bba975f074,Towards Nanopore Sequencing,2019-01-23,IEEE TBME,Reports improvements in safety using ML optimisation.
paper_edbbac4857,Benchmarking Car-T Manufacturing,2010-11-13,BioRxiv,Reports improvements in throughput using closed-loop control.
paper_82961d822d,Towards Protein Engineering,2023-04-05,Nature Communications,Reports improvements in efficacy using ML optimisation.
paper_3c41b0d0cf,Benchmarking Bioreactor Control,2013-09-24,Nature Communications,Reports improvements in efficacy using ML optimisation.
paper_404fffb896,A study of Diagnostic Imaging,2016-03-11,IEEE TBME,Reports improvements in stability using novel reagent.
paper_a614a454a6,Benchmarking Diagnostic Imaging,2014-11-15,BioRxiv,Reports improvements in safety using novel reagent.
paper_cb27180d94,On Bioprinting,2025-10-25,Science Advances,Reports improvements in throughput using ML optimisation.
paper_d746f6722c,A study of Ai-Driven Medicinal Chemistry,2024-08-26,Science Advances,Reports improvements in efficacy using microfabrication.
paper_94bb860094,Engineering Nanopore Sequencing,2010-10-04,medRxiv,Reports improvements in throughput using microfabrication.
paper_f346a51cad,On Single-Cell Multiomics,2024-12-21,Nature Communications,Reports improvements in stability using closed-loop control.
paper_35d4dd4b93,Engineering Bioprinting,2025-01-12,Nature Communications,Reports improvements in yield using closed-loop control.
paper_2f5b297734,Engineering Bioprinting,2015-09-07,Nature Communications,Reports improvements in safety using novel reagent.
paper_b344378b13,Benchmarking Ai-Driven Medicinal Chemistry,2024-09-09,BioRxiv,Reports improvements in yield using ML optimisation.
paper_f855be6f34,Benchmarking Bioreactor Control,2023-12-19,medRxiv,Reports improvements in throughput using closed-loop control.
paper_fffaf685c7,On Battery Chemistry,2016-04-01,BioRxiv,Reports improvements in stability using closed-loop control.
paper_82c2e0ebab,A study of Diagnostic Imaging,2024-01-17,BioRxiv,Reports improvements in throughput using microfabrication.
paper_5cf652f8b4,Towards Battery Chemistry,2014-08-16,medRxiv,Reports improvements in safety using ML optimisation.
paper_6674472ddc,Towards Microfluidics,2012-11-05,Nature Communications,Reports improvements in throughput using microfabrication.
paper_f520a921ec,Benchmarking Microfluidics,2010-07-25,BioRxiv,Reports improvements in throughput using ML optimisation.
paper_3f8aa5470b,Engineering Solid-State Cooling,2022-05-04,medRxiv,Reports improvements in throughput using novel reagent.
paper_a8508e30b5,Engineering Ultrafast Li-Ion Charging,2011-07-15,medRxiv,Reports improvements in efficacy using closed-loop control.
paper_bd27f0f911,Engineering Protein Engineering,2015-03-24,J. Med. Chem.,Reports improvements in efficacy using microfabrication.
paper_003d5767a7,A study of Photovoltaic Perovskites,2014-07-22,medRxiv,Reports improvements in yield using ML optimisation.
paper_8515ccfb2e,A study of Car-T Manufacturing,2017-01-22,Science Advances,Reports improvements in yield using novel reagent.
paper_3c0000b8b0,Benchmarking Battery Chemistry,2015-06-18,Nature Communications,Reports improvements in safety using novel reagent.
paper_a400013edc,On Photovoltaic Perovskites,2022-12-08,Nature Communications,Reports improvements in efficacy using ML optimisation.
paper_7b0bdb0b4b,Engineering Car-T Manufacturing,2011-02-17,IEEE TBME,Reports improvements in yield using closed-loop control.
paper_c6b7ce26d4,A study of Ai-Driven Medicinal Chemistry,2025-05-20,J. Med. Chem.,Reports improvements in safety using microfabrication.
paper_381e8caef0,Engineering Wearable Health Sensors,2017-12-01,Science Advances,Reports improvements in safety using novel reagent.
paper_aeb146bcce,A study of Ai-Driven Medicinal Chemistry,2021-03-22,Science Advances,Reports improvements in safety using closed-loop control.
paper_c5e8c456e7,Benchmarking Solid-State Cooling,2012-10-17,IEEE TBME,Reports improvements in stability using novel reagent.
paper_2067caeb0f,Engineering Graphene Membranes,2025-01-22,BioRxiv,Reports improvements in efficacy using microfabrication.
paper_665f9f0e64,Benchmarking Wearable Health Sensors,2021-08-07,J. Med. Chem.,Reports improvements in safety using microfabrication.
paper_23804d31de,Engineering Battery Chemistry,2017-11-12,Nature Communications,Reports improvements in yield using microfabrication.
paper_4c3b1e0aa5,Engineering Photovoltaic Perovskites,2014-08-07,Science Advances,Reports improvements in throughput using novel reagent.
paper_4a9704b27b,Towards Ultrafast Li-Ion Charging,2020-03-28,Science Advances,Reports improvements in safety using ML optimisation.
paper_29a003cc9e,A study of Ultrafast Li-Ion Charging,2023-04-17,BioRxiv,Reports improvements in yield using microfabrication.
paper_06de8d3ec1,Towards Battery Chemistry,2017-09-22,BioRxiv,Reports improvements in safety using closed-loop control.
paper_8c61420572,Benchmarking Photovoltaic Perovskites,2011-06-23,medRxiv,Reports improvements in stability using novel reagent.
paper_07bfa88275,Engineering Biosensors,2020-12-31,J. Med. Chem.,Reports improvements in yield using ML optimisation.
paper_3fa5a267d3,A study of Single-Cell Multiomics,2018-11-06,Sci Reports,Reports improvements in efficacy using ML optimisation.
paper_c2baa31f39,Towards Photovoltaic Perovskites,2013-10-28,IEEE TBME,Reports improvements in yield using novel reagent.
paper_4d207eea10,On Single-Cell Multiomics,2014-12-13,Science Advances,Reports improvements in stability using novel reagent.
paper_ccc6143a55,A study of Photovoltaic Perovskites,2015-10-28,medRxiv,Reports improvements in safety using microfabrication.
paper_aa508a750c,Engineering Graphene Membranes,2023-03-29,Nature Communications,Reports improvements in yield using closed-loop control.
paper_0bd44f483b,Engineering Lab-On-A-Chip,2015-10-20,BioRxiv,Reports improvements in safety using closed-loop control.
paper_c85d032821,On Battery Chemistry,2023-08-03,Nature Communications,Reports improvements in stability using ML optimisation.
paper_2c93fde5bb,Benchmarking Car-T Manufacturing,2022-06-04,Science Advances,Reports improvements in stability using novel reagent.
paper_c1e4fc242d,On Bioprinting,2011-06-03,IEEE TBME,Reports improvements in yield using closed-loop control.
paper_12636a6e7c,On Photovoltaic Perovskites,2021-10-25,IEEE TBME,Reports improvements in safety using novel reagent.
paper_ed1c455f28,A study of Graphene Membranes,2013-07-22,IEEE TBME,Reports improvements in yield using closed-loop control.
paper_15ba469d74,Benchmarking Battery Chemistry,2017-07-24,J. Med. Chem.,Reports improvements in yield using closed-loop control.
paper_8c12aa6175,On Robotic Prosthetics,2018-07-08,J. Med. Chem.,Reports improvements in efficacy using ML optimisation.
paper_853272d71a,On Mrna Therapeutics,2013-06-05,Science Advances,Reports improvements in throughput using novel reagent.
paper_80492dbed5,Benchmarking Microfluidics,2012-02-05,IEEE TBME,Reports improvements in stability using novel reagent.
paper_6472ef6335,Towards Nanopore Sequencing,2011-11-05,BioRxiv,Reports improvements in efficacy using microfabrication.
paper_4d82249667,A study of Ultrafast Li-Ion Charging,2025-10-14,Sci Reports,Reports improvements in throughput using ML optimisation.
paper_a32524a064,Towards Gene Editing (Crispr),2023-06-01,Sci Reports,Reports improvements in yield using microfabrication.
paper_369b44bb20,A study of Photovoltaic Perovskites,2018-12-30,medRxiv,Reports improvements in efficacy using ML optimisation.
paper_a29bc9c2e7,Benchmarking Microfluidics,2013-03-02,Sci Reports,Reports improvements in throughput using closed-loop control.
paper_d56f109361,Benchmarking Single-Cell Multiomics,2023-11-11,IEEE TBME,Reports improvements in stability using ML optimisation.
paper_077793c8ee,Benchmarking Diagnostic Imaging,2016-01-30,J. Med. Chem.,Reports improvements in throughput using closed-loop control.
paper_fb5a83d00a,A study of Wearable Health Sensors,2010-04-16,medRxiv,Reports improvements in throughput using novel reagent.
paper_93af2787f4,Engineering Mrna Therapeutics,2018-05-12,Science Advances,Reports improvements in yield using microfabrication.
paper_055754be11,A study of Wearable Health Sensors,2013-01-15,BioRxiv,Reports improvements in efficacy using ML optimisation.
paper_654a27344d,Benchmarking Bioprinting,2020-05-24,J. Med. Chem.,Reports improvements in stability using microfabrication.
paper_d0ddeb791d,On Car-T Manufacturing,2014-12-01,BioRxiv,Reports improvements in efficacy using closed-loop control.
paper_59f49eb5ea,Towards Single-Cell Multiomics,2022-04-23,medRxiv,Reports improvements in stability using closed-loop control.
paper_46b6619b80,Benchmarking Biosensors,2019-09-02,Sci Reports,Reports improvements in yield using novel reagent.
paper_8bb4e01dbe,A study of Single-Cell Multiomics,2020-04-08,Sci Reports,Reports improvements in yield using microfabrication.
paper_f79d1519ac,Towards Graphene Membranes,2010-08-28,BioRxiv,Reports improvements in throughput using microfabrication.
paper_d7c83764ea,On Protein Engineering,2013-04-19,medRxiv,Reports improvements in yield using closed-loop control.
paper_8e8ef9c502,Benchmarking Lab-On-A-Chip,2019-12-20,BioRxiv,Reports improvements in throughput using microfabrication.
paper_43d576024a,A study of Biosensors,2018-02-01,Sci Reports,Reports improvements in efficacy using ML optimisation.
paper_516d5b70dc,A study of Car-T Manufacturing,2024-09-05,IEEE TBME,Reports improvements in safety using novel reagent.
paper_1111985b3d,Benchmarking Lab-On-A-Chip,2012-12-28,IEEE TBME,Reports improvements in safety using microfabrication.
paper_35031645b2,Engineering Biosensors,2025-09-10,Science Advances,Reports improvements in yield using microfabrication.
paper_62966df0ab,On Nanopore Sequencing,2019-03-04,BioRxiv,Reports improvements in yield using closed-loop control.
paper_6b4119a911,Engineering Single-Cell Multiomics,2019-05-06,Science Advances,Reports improvements in stability using novel reagent.
paper_4fecaddc11,Benchmarking Protein Engineering,2022-03-26,Science Advances,Reports improvements in throughput using microfabrication.
paper_fd8381960f,Towards Solid-State Cooling,2016-01-08,medRxiv,Reports improvements in yield using microfabrication.
paper_6cd85e9bef,A study of Robotic Prosthetics,2025-04-19,IEEE TBME,Reports improvements in safety using novel reagent.
paper_3e8d80607f,Benchmarking Photovoltaic Perovskites,2020-01-08,BioRxiv,Reports improvements in stability using microfabrication.
paper_48b650b132,Benchmarking Microfluidics,2011-10-15,medRxiv,Reports improvements in yield using microfabrication.
paper_dde0054e7b,On Wearable Health Sensors,2016-02-14,J. Med. Chem.,Reports improvements in safety using novel reagent.
paper_1549c3334e,Engineering Single-Cell Multiomics,2010-08-20,medRxiv,Reports improvements in yield using ML optimisation.
paper_a6d569323c,A study of Bioreactor Control,2011-04-01,Nature Communications,Reports improvements in yield using ML optimisation.
paper_e5c05c96c9,A study of Biosensors,2023-11-03,Sci Reports,Reports improvements in stability using microfabrication.
paper_27b15b4aea,Towards Diagnostic Imaging,2025-07-21,Science Advances,Reports improvements in throughput using closed-loop control.
paper_a7f65a1cec,A study of Bioprinting,2013-03-16,medRxiv,Reports improvements in safety using closed-loop control.
paper_f9984bacee,Benchmarking Lab-On-A-Chip,2022-10-21,medRxiv,Reports improvements in yield using closed-loop control.
paper_677b71509a,A study of Solid-State Cooling,2018-02-09,Nature Communications,Reports improvements in safety using ML optimisation.
paper_8ddee21c0c,Towards Bioreactor Control,2020-08-09,IEEE TBME,Reports improvements in efficacy using microfabrication.
paper_21ed37e407,Engineering Bioprinting,2019-02-03,medRxiv,Reports improvements in efficacy using microfabrication.
paper_8e5711228a,On Bioprinting,2011-02-07,medRxiv,Reports improvements in yield using closed-loop control.
paper_2403c7dd7d,On Bioprinting,2025-06-23,Sci Reports,Reports improvements in throughput using ML optimisation.
paper_91fbff1f93,Towards Microfluidics,2017-05-18,Sci Reports,Reports improvements in throughput using ML optimisation.
paper_1a0e21a4ee,A study of Microfluidics,2021-08-02,medRxiv,Reports improvements in yield using ML optimisation.
paper_ea07117682,Engineering Graphene Membranes,2023-01-16,Nature Communications,Reports improvements in throughput using microfabrication.
paper_68a300226a,A study of Ai-Driven Medicinal Chemistry,2018-10-24,Science Advances,Reports improvements in throughput using closed-loop control.
paper_e590aff2d3,Towards Microfluidics,2015-05-13,IEEE TBME,Reports improvements in stability using ML optimisation.
paper_714f58a42c,Benchmarking Photovoltaic Perovskites,2017-12-19,Nature Communications,Reports improvements in throughput using microfabrication.
paper_1a913e0f76,Engineering Car-T Manufacturing,2016-08-20,Nature Communications,Reports improvements in stability using closed-loop control.
paper_46c401a1ef,Towards Biosensors,2017-02-03,Science Advances,Reports improvements in yield using microfabrication.
paper_581547dca8,Benchmarking Single-Cell Multiomics,2020-01-29,medRxiv,Reports improvements in safety using closed-loop control.
paper_c957f67f25,Benchmarking Ultrafast Li-Ion Charging,2016-09-23,medRxiv,Reports improvements in yield using ML optimisation.
paper_e57fced89c,Benchmarking Mrna Therapeutics,2020-02-08,IEEE TBME,Reports improvements in safety using ML optimisation.
paper_ea3ced6c84,A study of Car-T Manufacturing,2013-07-28,IEEE TBME,Reports improvements in stability using ML optimisation.
paper_9f480e544d,Engineering Photovoltaic Perovskites,2024-11-24,J. Med. Chem.,Reports improvements in stability using ML optimisation.
paper_bac4efb80c,On Wearable Health Sensors,2019-03-10,Sci Reports,Reports improvements in stability using ML optimisation.
paper_983cd4b4c4,Engineering Protein Engineering,2018-06-24,IEEE TBME,Reports improvements in yield using ML optimisation.
paper_eacf6f8f6d,On Nanopore Sequencing,2016-11-14,medRxiv,Reports improvements in throughput using closed-loop control.
paper_01a4fb4999,Benchmarking Gene Editing (Crispr),2012-03-30,Science Advances,Reports improvements in stability using novel reagent.
paper_cc657301b7,On Graphene Membranes,2017-05-27,IEEE TBME,Reports improvements in yield using microfabrication.
paper_eb6bc15d92,Benchmarking Lab-On-A-Chip,2025-09-09,medRxiv,Reports improvements in stability using microfabrication.
paper_19f6d7c1c2,Towards Battery Chemistry,2021-08-04,Nature Communications,Reports improvements in safety using ML optimisation.
paper_028063a114,Towards Bioreactor Control,2013-11-15,Science Advances,Reports improvements in safety using ML optimisation.
paper_5e1d72c1d7,On Car-T Manufacturing,2018-01-13,IEEE TBME,Reports improvements in throughput using novel reagent.
paper_d75a7dc9d2,A study of Ai-Driven Medicinal Chemistry,2019-11-19,IEEE TBME,Reports improvements in efficacy using novel reagent.
paper_1a677af9e4,Towards Bioreactor Control,2011-09-21,Sci Reports,Reports improvements in stability using novel reagent.
paper_80f1734942,Engineering Wearable Health Sensors,2022-10-17,Nature Communications,Reports improvements in stability using closed-loop control.
paper_d2b7fa91c3,On Bioreactor Control,2017-12-07,BioRxiv,Reports improvements in throughput using novel reagent.
paper_06067bb805,Engineering Wearable Health Sensors,2016-06-16,Nature Communications,Reports improvements in efficacy using novel reagent.
paper_166c0ddcd2,On Biosensors,2020-01-08,Sci Reports,Reports improvements in safety using ML optimisation.
paper_5726216bdb,A study of Protein Engineering,2014-11-25,Nature Communications,Reports improvements in safety using ML optimisation.
paper_1dab3cf3a5,A study of Bioreactor Control,2025-07-12,IEEE TBME,Reports improvements in efficacy using novel reagent.
paper_d9aca7db51,Towards Wearable Health Sensors,2020-12-30,IEEE TBME,Reports improvements in efficacy using ML optimisation.
paper_275e7bcfae,Towards Solid-State Cooling,2022-05-17,Science Advances,Reports improvements in stability using novel reagent.
paper_71aceb869e,On Lab-On-A-Chip,2015-12-31,IEEE TBME,Reports improvements in efficacy using ML optimisation.
paper_cbd2fe1305,Benchmarking Graphene Membranes,2017-08-06,Sci Reports,Reports improvements in throughput using closed-loop control.
paper_cd79bee59a,Benchmarking Diagnostic Imaging,2017-01-07,J. Med. Chem.,Reports improvements in yield using ML optimisation.
paper_40088bcec3,Engineering Gene Editing (Crispr),2024-12-25,Nature Communications,Reports improvements in efficacy using ML optimisation.
paper_d0aa4977b4,Towards Diagnostic Imaging,2014-12-03,IEEE TBME,Reports improvements in stability using microfabrication.
paper_dd21290ebd,Benchmarking Diagnostic Imaging,2013-09-03,IEEE TBME,Reports improvements in stability using novel reagent.
paper_a81e58eedd,On Battery Chemistry,2024-03-17,Sci Reports,Reports improvements in throughput using novel reagent.
paper_3055965b54,Benchmarking Ai-Driven Medicinal Chemistry,2016-01-17,J. Med. Chem.,Reports improvements in safety using microfabrication.
paper_5fbe832b8d,Benchmarking Nanopore Sequencing,2019-04-26,J. Med. Chem.,Reports improvements in efficacy using ML optimisation.
paper_fb7719a23d,Engineering Solid-State Cooling,2025-03-30,Science Advances,Reports improvements in efficacy using closed-loop control.
paper_d6ef833a21,Benchmarking Car-T Manufacturing,2013-07-19,BioRxiv,Reports improvements in stability using closed-loop control.
paper_6f0452754b,Benchmarking Diagnostic Imaging,2018-02-23,BioRxiv,Reports improvements in efficacy using novel reagent.
paper_c92433d57c,On Diagnostic Imaging,2016-01-24,medRxiv,Reports improvements in safety using microfabrication.
paper_981da05b31,Towards Graphene Membranes,2023-10-15,medRxiv,Reports improvements in yield using microfabrication.
paper_cb7af8f935,A study of Bioprinting,2023-12-12,J. Med. Chem.,Reports improvements in stability using microfabrication.
paper_41c0a1a55a,Benchmarking Robotic Prosthetics,2014-05-17,Sci Reports,Reports improvements in stability using novel reagent.
paper_badef17b0a,Engineering Nanopore Sequencing,2016-02-01,BioRxiv,Reports improvements in stability using closed-loop control.
paper_815dd9f28e,Benchmarking Ai-Driven Medicinal Chemistry,2025-02-27,medRxiv,Reports improvements in efficacy using ML optimisation.
paper_ea9fa664d6,Benchmarking Battery Chemistry,2013-09-20,BioRxiv,Reports improvements in efficacy using novel reagent.
paper_a05a359d76,Benchmarking Gene Editing (Crispr),2016-10-06,Science Advances,Reports improvements in safety using microfabrication.
paper_27bd57f18b,Benchmarking Solid-State Cooling,2022-07-16,IEEE TBME,Reports improvements in efficacy using novel reagent.
paper_af14f0b604,Benchmarking Solid-State Cooling,2010-03-03,BioRxiv,Reports improvements in stability using ML optimisation.
paper_189904e4ad,Towards Nanopore Sequencing,2010-06-19,medRxiv,Reports improvements in safety using microfabrication.
paper_e14678073b,Engineering Mrna Therapeutics,2012-01-16,Science Advances,Reports improvements in safety using novel reagent.
paper_8f78676c9c,Towards Wearable Health Sensors,2012-08-19,Nature Communications,Reports improvements in efficacy using novel reagent.
paper_74c9fbfcd6,On Wearable Health Sensors,2018-10-15,J. Med. Chem.,Reports improvements in efficacy using microfabrication.
paper_8346b44767,A study of Bioprinting,2025-12-14,Science Advances,Reports improvements in yield using closed-loop control.
paper_d89ca13139,Engineering Bioreactor Control,2010-05-21,IEEE TBME,Reports improvements in efficacy using novel reagent.
paper_3680a2520c,Towards Biosensors,2018-10-30,Nature Communications,Reports improvements in efficacy using closed-loop control.
paper_2e29a02eed,A study of Photovoltaic Perovskites,2016-04-22,Sci Reports,Reports improvements in yield using ML optimisation.
paper_206915adc0,Engineering Biosensors,2016-06-21,IEEE TBME,Reports improvements in yield using closed-loop control.
paper_42d1f9a796,Engineering Biosensors,2013-04-26,IEEE TBME,Reports improvements in yield using novel reagent.
paper_ceb9d3207d,Engineering Battery Chemistry,2025-10-26,Sci Reports,Reports improvements in yield using microfabrication.
paper_73cf68fc21,A study of Single-Cell Multiomics,2015-02-23,BioRxiv,Reports improvements in throughput using closed-loop control.
paper_71a95e1911,Benchmarking Microfluidics,2010-12-19,Science Advances,Reports improvements in throughput using novel reagent.
paper_2b453ed3c9,Engineering Ultrafast Li-Ion Charging,2018-01-01,Sci Reports,Reports improvements in yield using novel reagent.
paper_b49ef40646,Benchmarking Car-T Manufacturing,2021-08-29,IEEE TBME,Reports improvements in throughput using ML optimisation.
paper_8f4222b23e,Benchmarking Lab-On-A-Chip,2013-05-19,BioRxiv,Reports improvements in efficacy using microfabrication.
paper_a4fbc79342,A study of Battery Chemistry,2025-11-02,J. Med. Chem.,Reports improvements in yield using novel reagent.
paper_4a3bb213f0,Towards Microfluidics,2012-01-23,Sci Reports,Reports improvements in efficacy using closed-loop control.
paper_51cca03744,Benchmarking Graphene Membranes,2019-08-02,Nature Communications,Reports improvements in stability using microfabrication.
paper_bc8890af80,Engineering Ultrafast Li-Ion Charging,2019-09-06,medRxiv,Reports improvements in throughput using closed-loop control.
paper_e2cb08dd33,Engineering Photovoltaic Perovskites,2024-10-01,BioRxiv,Reports improvements in safety using ML optimisation.
paper_a900cad063,Benchmarking Photovoltaic Perovskites,2022-01-24,IEEE TBME,Reports improvements in stability using ML optimisation.
paper_61efbbef31,Engineering Graphene Membranes,2025-08-10,IEEE TBME,Reports improvements in safety using microfabrication.
paper_36fa51704a,Engineering Gene Editing (Crispr),2019-02-01,medRxiv,Reports improvements in stability using microfabrication.
paper_c2d44c0477,Towards Diagnostic Imaging,2016-07-23,IEEE TBME,Reports improvements in throughput using microfabrication.
paper_8088681c30,Towards Car-T Manufacturing,2023-10-14,medRxiv,Reports improvements in yield using microfabrication.
paper_3fd93ccf5d,Benchmarking Photovoltaic Perovskites,2022-10-11,medRxiv,Reports improvements in throughput using closed-loop control.
paper_28941a60e6,Towards Car-T Manufacturing,2012-10-30,Science Advances,Reports improvements in stability using novel reagent.
paper_087016a192,On Ultrafast Li-Ion Charging,2013-11-11,medRxiv,Reports improvements in efficacy using closed-loop control.
paper_635403bc81,On Bioreactor Control,2011-05-22,Sci Reports,Reports improvements in efficacy using microfabrication.
paper_1f073b9927,Engineering Wearable Health Sensors,2010-01-05,IEEE TBME,Reports improvements in stability using microfabrication.
paper_768bc9e4f6,On Photovoltaic Perovskites,2023-12-01,J. Med. Chem.,Reports improvements in stability using ML optimisation.
paper_9f2c4fa9be,Engineering Graphene Membranes,2019-04-26,Sci Reports,Reports improvements in safety using ML optimisation.
