entity_id,name,type,country
ent_0622bea67b,BioPlatform SA 821,startup,SE
ent_6007c66bc5,MicroFab Labs 356,consortium,PT
ent_c7e9ded28e,GeneWorks 2,startup,FR
ent_aa61b78be3,BatterySolutions 590,company,NL
ent_7d97e332e9,BatterySolutions 554,lab,ES
ent_389135c48d,BioPlatform SA 941,consortium,ES
ent_5d67033f87,AgriCorp 942,startup,DE
ent_e3aef2e2e7,TheraWorks 199,lab,NL
ent_56b70721e2,OmicsCore 253,consortium,US
ent_dcb39332fd,AgriCorp 954,company,PT
ent_362c10b30a,MicroFab Labs 963,company,IT
ent_c0ddd055c7,OmicsCore 842,startup,FI
ent_83fb81650e,MedDevicesLtd 551,startup,DE
ent_d228cfedf9,OmicsCore 341,company,NL
ent_028966ce60,MedDevicesLtd 93,lab,PT
ent_ebed470463,GeneWorks 749,lab,PT
ent_afae4e008e,GeneWorks 335,company,PT
ent_ac2803c241,TheraWorks 284,lab,SE
ent_d081a69338,MicroFab Labs 2,consortium,SE
ent_ac8bcb4fee,BioPlatform SA 365,consortium,US
ent_4de313d38e,TheraWorks 646,consortium,FR
ent_c181bcf2dd,NanoTech EU 794,startup,FI
ent_ca0bc0c819,BioPlatform SA 721,lab,IT
ent_ad21e866a7,BatterySolutions 578,lab,DE
ent_86b6266e24,MicroFab Labs 167,startup,PT
ent_79cf21cc84,BioPlatform SA 228,company,US
ent_a2353f0a40,MedDevicesLtd 197,lab,ES
ent_3fd3dd5425,OmicsCore 164,consortium,IT
ent_d5f036254c,GeneWorks 395,company,DE
ent_4f5d8a99e3,GeneWorks 569,consortium,UK
ent_fb4e984be5,MicroFab Labs 176,university,SE
ent_0151ec2154,OmicsCore 656,startup,DE
ent_eb4fda7d7d,TheraWorks 152,lab,UK
ent_4255f69e4e,MedDevicesLtd 354,consortium,NL
ent_8bb1af21a8,AgriCorp 216,consortium,FR
ent_1d55a00b98,BatterySolutions 795,university,FI
ent_2798adb89b,BioPlatform SA 576,startup,NL
ent_520655c432,MicroFab Labs 256,university,FI
ent_ce83ca1a21,NanoTech EU 656,lab,SE
ent_d6be159ccd,BioPlatform SA 915,startup,SE
ent_ed7a012c1f,NanoTech EU 623,university,FI
ent_9b6a463256,MedDevicesLtd 252,company,FR
ent_62effb39b1,MedDevicesLtd 198,consortium,NL
ent_554699f8ba,BioPlatform SA 366,university,ES
ent_fa5464d2db,MedDevicesLtd 838,university,FI
ent_ee0e304679,PharmaCo 383,company,SE
ent_79b3dbe4f8,TheraWorks 273,consortium,FI
ent_9141782efe,PharmaCo 116,lab,PT
ent_0e89e532de,NanoTech EU 538,consortium,DE
ent_c5165bb218,BioPlatform SA 577,university,FI
ent_0647a53b6f,TheraWorks 13,lab,SE
ent_b4480f5253,BioPlatform SA 789,university,PT
ent_55c59bb8bd,PharmaCo 424,startup,SE
ent_b125c01bcc,GeneWorks 592,company,FI
ent_b471719cb3,OmicsCore 739,lab,SE
ent_52137f31c7,GeneWorks 19,consortium,NL
ent_65bade8153,GeneWorks 956,consortium,US
ent_b8d8d1133e,MedDevicesLtd 905,startup,NL
ent_f3ce0e4152,BatterySolutions 794,startup,DE
ent_7a0c4a6cd1,GeneWorks 110,consortium,ES
ent_20cc959bae,BatterySolutions 230,startup,NL
ent_ff42554cf3,BatterySolutions 827,university,FR
ent_adf14196cb,GeneWorks 234,company,SE
ent_d5c3a67b3b,PharmaCo 611,lab,SE
ent_2d67460cb7,OmicsCore 38,startup,SE
ent_ed631dbf5d,PharmaCo 102,lab,NL
ent_58e5f11831,OmicsCore 741,company,US
ent_178a3bd8d5,GeneWorks 307,company,US
ent_78ab6b7efc,PharmaCo 673,consortium,UK
ent_2f828ef768,OmicsCore 16,company,UK
ent_e41cf39686,NanoTech EU 761,lab,DE
ent_b9e2b1ce53,AgriCorp 222,university,FI
ent_668c3a047d,OmicsCore 413,company,FI
ent_9c2b8f8684,TheraWorks 317,consortium,UK
ent_5d61453284,TheraWorks 643,startup,ES
ent_9528d9a54b,TheraWorks 929,company,NL
ent_f7ee247a17,NanoTech EU 75,lab,NL
ent_749bd8fd0b,AgriCorp 943,startup,FI
ent_8ec078b285,MicroFab Labs 151,company,FI
ent_ccb9a3808c,BatterySolutions 977,university,FI
ent_f1a27d2b6c,PharmaCo 966,consortium,PT
ent_8547e6f8f3,PharmaCo 640,startup,DE
ent_4fbd8deb5d,OmicsCore 660,startup,ES
ent_a6ec2a6efb,BioPlatform SA 310,lab,ES
ent_e4da705ce4,PharmaCo 300,university,SE
ent_05e7ea618e,BatterySolutions 571,consortium,NL
ent_e1e53377f5,BioPlatform SA 482,lab,ES
ent_bbad3cc20c,TheraWorks 585,university,ES
ent_829eef25f3,AgriCorp 765,consortium,NL
ent_6b3d980472,BioPlatform SA 51,consortium,DE
ent_ebfb245f38,PharmaCo 591,company,SE
ent_6c1236ef66,MedDevicesLtd 985,university,FR
ent_08e2fc1056,BioPlatform SA 714,university,US
ent_636b136ff7,MicroFab Labs 875,startup,FR
ent_abd9956b02,TheraWorks 284,university,ES
ent_c1b433de69,NanoTech EU 407,lab,IT
ent_5466f1f81f,MicroFab Labs 691,startup,PT
ent_212a50a19a,NanoTech EU 483,consortium,SE
ent_e44dba705a,OmicsCore 3,company,IT
ent_6eb03afb4f,OmicsCore 252,startup,DE
ent_82cfe70595,PharmaCo 104,consortium,IT
ent_04181c54ca,NanoTech EU 807,university,ES
ent_c425b999bd,BioPlatform SA 710,consortium,FI
ent_57245cae4d,GeneWorks 966,university,FI
ent_248d56b2a0,MicroFab Labs 400,company,ES
ent_7e96193a61,OmicsCore 177,university,PT
ent_9519669bca,BioPlatform SA 829,company,PT
ent_00f0303af9,PharmaCo 680,startup,PT
ent_207ed6c0a3,BioPlatform SA 662,university,SE
ent_5615f5d575,PharmaCo 344,startup,UK
ent_3689d20c78,NanoTech EU 35,consortium,SE
ent_c4ebac8a76,NanoTech EU 327,startup,IT
ent_9803fc2339,AgriCorp 350,university,ES
ent_9d6d20b788,OmicsCore 671,startup,US
ent_7af8b4d66c,OmicsCore 687,university,US
ent_945ef6e780,BioPlatform SA 282,company,NL
ent_7ed6946844,GeneWorks 44,consortium,PT
ent_c02062cf1c,MicroFab Labs 253,consortium,IT
ent_c84bfca93c,MedDevicesLtd 246,university,FI
ent_558a96cd70,BioPlatform SA 527,consortium,US
ent_2d25c82301,MedDevicesLtd 860,startup,DE
ent_8e795b78d7,BatterySolutions 155,university,FR
ent_e59d172f11,MicroFab Labs 220,startup,UK
ent_ad1aca0289,AgriCorp 856,university,UK
ent_e2098ec822,MicroFab Labs 105,company,FI
ent_df97e4deea,BioPlatform SA 114,company,IT
ent_02e592595b,PharmaCo 166,university,NL
ent_88cca4b850,BatterySolutions 753,startup,SE
ent_0effe92f38,MicroFab Labs 956,consortium,ES
ent_edc1305d23,BatterySolutions 290,startup,DE
ent_56c4c642b8,GeneWorks 747,consortium,IT
ent_62dee5471a,BioPlatform SA 959,lab,FI
ent_4eedf0019e,BatterySolutions 853,company,US
ent_a7f803338c,BioPlatform SA 877,lab,DE
ent_1beaa5c740,GeneWorks 409,consortium,IT
ent_5411a55565,AgriCorp 126,consortium,IT
ent_fdd90a096b,BioPlatform SA 185,startup,IT
ent_f4b1c8a49b,BatterySolutions 898,company,IT
ent_ee0150c92f,AgriCorp 747,company,NL
ent_5f0390a35a,PharmaCo 384,consortium,NL
ent_07c6e53b14,BioPlatform SA 387,university,ES
ent_9946248291,GeneWorks 316,startup,US
ent_7c02fc5923,BioPlatform SA 335,lab,PT
ent_e4ad5c3bb3,MicroFab Labs 685,university,PT
ent_00f1ab898d,OmicsCore 647,company,FR
ent_f4609013d8,MedDevicesLtd 444,university,NL
ent_99c8ea23f5,PharmaCo 390,company,SE
ent_b5b05c6ee9,AgriCorp 118,company,FI
ent_a3c612e293,BioPlatform SA 243,lab,US
ent_7815af0b97,TheraWorks 174,lab,NL
ent_ba0b2671b5,GeneWorks 869,company,IT
ent_5cabd20c0f,GeneWorks 823,company,ES
ent_e4c8f804a6,MicroFab Labs 40,startup,DE
ent_f382981665,BatterySolutions 110,startup,US
ent_caa06a9040,NanoTech EU 305,university,US
ent_cbee42a59e,AgriCorp 353,startup,SE
ent_abda121d75,PharmaCo 607,consortium,IT
ent_66e26b19e5,TheraWorks 16,company,FI
ent_5452915827,MicroFab Labs 871,company,ES
ent_7f7cf66e89,NanoTech EU 316,startup,NL
ent_2e34c3cc06,OmicsCore 539,university,SE
ent_ec071ae0ab,NanoTech EU 99,startup,PT
ent_c7d5fa7786,GeneWorks 386,startup,DE
ent_32097924e5,MicroFab Labs 875,university,DE
ent_1efbb85564,AgriCorp 738,company,FI
ent_3ff9a0021a,MicroFab Labs 980,company,FR
ent_db34d768e8,BioPlatform SA 645,lab,SE
ent_3bbbdba198,TheraWorks 396,consortium,UK
ent_51226ac487,NanoTech EU 157,company,DE
ent_ca65020207,MicroFab Labs 196,university,FI
ent_dee75fea41,MedDevicesLtd 127,company,NL
ent_7621d970ca,NanoTech EU 87,university,FR
ent_d0aed5ebde,OmicsCore 288,startup,US
ent_5e72ef973d,MicroFab Labs 173,consortium,FI
ent_4d5d200831,MicroFab Labs 690,company,US
ent_db3216e368,BioPlatform SA 732,lab,FI
ent_8becc3179b,PharmaCo 832,company,ES
ent_7a4de66ccd,GeneWorks 534,university,ES
ent_f387568532,NanoTech EU 790,consortium,ES
ent_94d8356039,MedDevicesLtd 349,startup,UK
ent_dbae2b64c5,TheraWorks 384,lab,UK
ent_108f36b8e7,NanoTech EU 983,consortium,PT
ent_87071b7ee6,MedDevicesLtd 492,lab,DE
ent_f9cf6aacbf,PharmaCo 426,lab,IT
ent_8a71ebc720,BatterySolutions 868,lab,US
ent_7ac1564b68,MedDevicesLtd 266,startup,NL
ent_68e7d7d091,PharmaCo 482,university,PT
ent_42267901a3,TheraWorks 299,company,FI
ent_b98aed286c,PharmaCo 699,startup,US
ent_fbf5000f46,OmicsCore 559,startup,IT
ent_98ac519189,MedDevicesLtd 413,startup,SE
ent_60b3b49d0a,BatterySolutions 996,university,US
ent_93b127d325,MicroFab Labs 56,company,US
ent_b2774e2809,TheraWorks 231,university,ES
ent_59bf3feb6e,OmicsCore 826,startup,DE
ent_cda2592fa8,MedDevicesLtd 133,lab,US
ent_a5b61df297,BatterySolutions 277,university,FR
ent_ce57c5ec5d,BioPlatform SA 821,company,FR
ent_fd970b318d,MicroFab Labs 644,university,DE
ent_e02e69a205,BioPlatform SA 952,lab,UK
ent_2b15469357,NanoTech EU 100,university,FR
ent_58206c493d,NanoTech EU 923,startup,ES
ent_2ca310713e,NanoTech EU 970,company,ES
ent_a9ae7e5cf4,OmicsCore 897,lab,NL
ent_26a29f2599,AgriCorp 587,consortium,US
ent_4cce9abd62,AgriCorp 78,company,DE
ent_92e4143135,MedDevicesLtd 656,startup,SE
ent_3c3ec2abbe,MedDevicesLtd 440,lab,SE
ent_8d97f39885,BatterySolutions 781,startup,US
ent_09487b686c,MicroFab Labs 183,company,DE
ent_48ac27cbb0,MicroFab Labs 12,lab,PT
ent_6dc1c72c8d,TheraWorks 79,startup,IT
ent_29082c061e,TheraWorks 379,startup,DE
ent_08615cebec,BioPlatform SA 677,university,PT
ent_3c71abe838,MicroFab Labs 173,lab,NL
ent_7555bbb3d7,BioPlatform SA 198,startup,US
ent_eb1442a0d0,TheraWorks 976,university,ES
ent_1bc1924d60,MedDevicesLtd 81,consortium,ES
ent_f1cc6d0fa7,GeneWorks 83,university,IT
ent_ce3ed83f95,GeneWorks 351,company,FI
ent_d45bf6358c,TheraWorks 568,company,DE
ent_92562c822f,TheraWorks 734,lab,SE
ent_7f02cb22f5,MedDevicesLtd 705,consortium,NL
ent_de487bdfd3,OmicsCore 588,company,US
ent_31d039e726,OmicsCore 363,startup,US
ent_ebf87abc1d,AgriCorp 403,lab,FI
ent_26172a07c5,BatterySolutions 991,company,FR
ent_745694cce5,OmicsCore 230,lab,FR
ent_9f5ca811e7,TheraWorks 488,startup,NL
ent_4460eae1a8,BatterySolutions 277,startup,DE
ent_5d41f6d4a0,PharmaCo 16,startup,FI
ent_6d1d0e7856,TheraWorks 949,startup,NL
ent_1c9cee3b23,GeneWorks 97,university,IT
ent_9fd94579f6,NanoTech EU 500,company,FI
ent_ebfbaf4610,TheraWorks 320,company,SE
ent_f7597c6564,GeneWorks 109,lab,US
ent_8727eb47be,PharmaCo 716,university,FI
ent_c9e14f20fd,NanoTech EU 229,startup,ES
ent_f59a710134,BatterySolutions 516,startup,FI
ent_f7e6eebdf8,AgriCorp 664,company,PT
ent_e84317c31a,AgriCorp 857,lab,ES
ent_ad4aa6c301,BioPlatform SA 72,university,IT
ent_55216824f7,MedDevicesLtd 469,lab,FR
ent_4bbc59f5c6,MedDevicesLtd 836,startup,NL
ent_80de7ea117,NanoTech EU 879,university,NL
ent_5c8627da8c,TheraWorks 710,company,FR
ent_012e567d59,OmicsCore 230,university,US
ent_ee210867a1,PharmaCo 171,lab,IT
ent_980e819b1b,PharmaCo 677,university,FR
ent_8095b360ad,BatterySolutions 383,startup,NL
ent_5c177f67b0,PharmaCo 13,consortium,SE
ent_5fd0061f4d,OmicsCore 595,company,IT
ent_ee84c94072,BatterySolutions 351,lab,DE
ent_713a2dadbd,TheraWorks 198,startup,IT
ent_bf80073629,AgriCorp 382,university,FI
ent_b8878968bd,OmicsCore 330,startup,UK
ent_452ede4e88,MedDevicesLtd 637,lab,FI
ent_d5b7777dba,MicroFab Labs 138,consortium,SE
ent_476e789442,MedDevicesLtd 477,startup,DE
ent_8d2604fb84,OmicsCore 948,lab,ES
ent_f6792f4d16,GeneWorks 195,consortium,DE
ent_1b3868c3ef,TheraWorks 315,consortium,IT
ent_ff1a0e35ba,NanoTech EU 255,company,UK
ent_676b5676f6,OmicsCore 359,consortium,UK
ent_c98df1712e,MicroFab Labs 86,consortium,SE
ent_b773d6481c,GeneWorks 391,startup,DE
ent_58b1228e0c,BatterySolutions 407,company,FR
ent_d0c4bbbfd0,TheraWorks 780,company,SE
ent_e8989f83d4,BatterySolutions 834,university,SE
ent_8cdf99d7b5,BioPlatform SA 609,company,IT
ent_5751097d68,BatterySolutions 108,startup,IT
ent_d873ecd4ba,AgriCorp 102,consortium,UK
ent_574fe5b90a,GeneWorks 505,lab,US
ent_389ac5a9ea,GeneWorks 704,lab,UK
ent_691b9bcbcd,MicroFab Labs 365,consortium,PT
ent_d425168918,PharmaCo 759,lab,IT
ent_6001e1e577,GeneWorks 524,lab,FI
ent_78a3545b1c,OmicsCore 243,startup,IT
ent_90b489a302,AgriCorp 356,lab,FR
ent_5a98f6f709,OmicsCore 172,university,FR
ent_ae100b989c,GeneWorks 394,university,UK
ent_8e27f2822a,OmicsCore 507,company,FI
ent_0590592aad,MedDevicesLtd 665,university,UK
ent_d77c20c009,BatterySolutions 434,consortium,FR
ent_ea6705f5ae,GeneWorks 380,lab,FI
ent_c556701707,BatterySolutions 667,startup,FI
ent_7fc9351085,MicroFab Labs 56,company,PT
ent_50ac34b348,MicroFab Labs 26,consortium,PT
ent_a3cf9a3fd3,BatterySolutions 568,lab,DE
ent_9bddf61949,TheraWorks 627,lab,PT
ent_6f1e2c827e,OmicsCore 626,consortium,DE
ent_55cdb6329d,GeneWorks 493,startup,ES
ent_fb1ec79297,PharmaCo 294,university,PT
ent_7398ec79cf,BatterySolutions 296,consortium,FI
ent_97a9b4b2e0,BatterySolutions 45,startup,US
ent_3c1051e86f,BioPlatform SA 854,lab,DE
ent_8abdf9cd0a,GeneWorks 764,consortium,IT
ent_407419477f,TheraWorks 159,company,SE
ent_a893a9b9c0,PharmaCo 647,company,FR
ent_f98baea2d1,BatterySolutions 513,university,DE
ent_3f9a898961,GeneWorks 737,lab,UK
ent_3c00b29b56,BatterySolutions 629,consortium,IT
ent_12d742e1cd,MicroFab Labs 934,consortium,SE
ent_c64b9f7e23,PharmaCo 145,consortium,FR
ent_daf943bb2a,BioPlatform SA 979,startup,ES
ent_89a6e9ec0f,OmicsCore 367,consortium,FR
ent_cace693d82,OmicsCore 299,consortium,PT
ent_c2a4d14994,AgriCorp 424,lab,FI
ent_dbe5c40d08,MicroFab Labs 805,consortium,SE
ent_47f55b04f2,BioPlatform SA 709,startup,IT
ent_9b59a98ce3,GeneWorks 419,consortium,DE
ent_ea983ff730,PharmaCo 297,company,SE
ent_fd26c6a25a,NanoTech EU 993,consortium,UK
ent_b67c6a541e,OmicsCore 721,company,DE
ent_84f4d3adba,BatterySolutions 187,startup,NL
ent_71fc9f8999,GeneWorks 992,startup,FR
ent_08997230c1,TheraWorks 629,consortium,PT
ent_608a5d1328,AgriCorp 992,company,DE
ent_c7c9b738ff,BioPlatform SA 180,startup,IT
ent_6aa18957aa,PharmaCo 921,consortium,US
ent_f396ce5375,NanoTech EU 775,lab,FI
ent_8fa5a83a40,BatterySolutions 27,consortium,FI
ent_7a94eea156,MedDevicesLtd 272,consortium,FI
ent_27bf437805,MedDevicesLtd 303,university,UK
ent_946a09ff3f,BatterySolutions 493,lab,ES
ent_b06b344832,AgriCorp 375,consortium,NL
ent_539a455159,OmicsCore 803,lab,PT
ent_0d6a0e88c9,MedDevicesLtd 453,university,US
ent_5e36794d1b,PharmaCo 932,university,NL
ent_8e65cfd226,AgriCorp 282,lab,SE
ent_da9ce65da3,PharmaCo 82,startup,FR
ent_5f46aa4f36,BioPlatform SA 786,company,PT
ent_82025493ee,PharmaCo 491,company,SE
ent_dfe27d2c65,TheraWorks 795,lab,UK
ent_0ef977fee2,AgriCorp 153,company,IT
ent_952bdfb560,AgriCorp 879,lab,UK
ent_ec6fa6074d,OmicsCore 793,company,DE
ent_275376980b,PharmaCo 872,lab,ES
ent_521c4058fd,BatterySolutions 328,consortium,NL
ent_7897601cd1,MedDevicesLtd 800,startup,NL
ent_dce26ced73,PharmaCo 607,consortium,FR
ent_0edb3c3ee9,TheraWorks 951,consortium,UK
ent_d40acba68a,MedDevicesLtd 46,startup,US
ent_0806423e0b,TheraWorks 917,lab,FI
ent_8281e100e8,MedDevicesLtd 614,lab,IT
ent_638f30d2be,MedDevicesLtd 275,company,FI
ent_0942087592,AgriCorp 549,startup,FR
ent_a6f3b2e2db,NanoTech EU 364,lab,DE
ent_1a8619b675,BatterySolutions 426,company,UK
ent_0b6921be22,OmicsCore 374,startup,NL
ent_345e3f3206,BatterySolutions 45,university,FR
ent_18a3404b14,OmicsCore 43,lab,ES
ent_82121f5c83,AgriCorp 499,company,DE
ent_6a6a925bed,BatterySolutions 902,university,FI
ent_3120000bfa,BioPlatform SA 185,company,NL
ent_fab53f29f5,MedDevicesLtd 835,consortium,FI
ent_4e875fada4,BatterySolutions 36,startup,ES
ent_c6ca8a38be,MedDevicesLtd 350,startup,IT
ent_7aa7acd878,TheraWorks 666,consortium,US
ent_a2a7d8ded5,TheraWorks 878,startup,NL
ent_df8ed3bfe8,GeneWorks 309,consortium,ES
ent_0dd6bfe782,BatterySolutions 55,lab,PT
ent_24c44a814f,MicroFab Labs 413,lab,FR
ent_e3d33a9c9e,MedDevicesLtd 736,consortium,ES
ent_2a410b31b1,AgriCorp 904,lab,PT
ent_15fc12ea65,BatterySolutions 340,startup,FI
ent_101bcf1e44,MicroFab Labs 197,lab,UK
ent_f1ac70f0fc,MicroFab Labs 532,company,DE
ent_3375058db4,AgriCorp 149,company,NL
ent_ad5d0e3fa6,AgriCorp 178,lab,ES
ent_b094f47415,MicroFab Labs 290,lab,PT
ent_82476ececc,MicroFab Labs 691,university,UK
ent_d86b422a0c,MedDevicesLtd 222,startup,FR
ent_990e68f838,MicroFab Labs 351,consortium,SE
ent_c4ca533f14,MedDevicesLtd 626,company,IT
ent_54e9557d20,AgriCorp 248,consortium,IT
ent_25c5cb7adb,OmicsCore 666,lab,UK
ent_f98149e4ee,TheraWorks 627,consortium,IT
ent_465435b7cc,AgriCorp 32,lab,FI
ent_226f8dde6b,NanoTech EU 834,lab,DE
ent_4afef43819,AgriCorp 237,lab,PT
ent_46a03acdc5,MedDevicesLtd 285,consortium,ES
ent_9e31671615,AgriCorp 647,company,FI
ent_84744daf9e,PharmaCo 561,consortium,SE
ent_b5f9010b45,PharmaCo 26,lab,ES
ent_14b0c1ec38,BioPlatform SA 89,university,IT
ent_7df3e532c4,TheraWorks 41,lab,FI
ent_2c71fb35de,BatterySolutions 739,startup,US
ent_d7de10bc90,GeneWorks 358,company,FR
ent_c694dbb7f7,GeneWorks 136,startup,FI
ent_d4fe73bba2,MicroFab Labs 800,university,NL
ent_9a2f85e53c,BatterySolutions 343,company,IT
ent_b67a7fbd3f,BioPlatform SA 961,lab,UK
ent_d8b06c56ed,TheraWorks 30,consortium,SE
ent_079b530cb9,BioPlatform SA 316,startup,DE
ent_8cab6df7fb,MicroFab Labs 476,consortium,IT
ent_53471cfa1a,BatterySolutions 495,consortium,ES
ent_9abce1c5bc,PharmaCo 248,lab,US
ent_45426a5246,PharmaCo 134,lab,IT
ent_e8f03a0900,GeneWorks 613,startup,IT
ent_00168bed71,BatterySolutions 637,university,UK
ent_d04efcbb07,AgriCorp 608,consortium,SE
ent_5547142ad2,GeneWorks 757,startup,FR
ent_ded2c2b153,AgriCorp 906,company,US
ent_b8682439ea,GeneWorks 319,consortium,PT
ent_d1aa13d72c,PharmaCo 309,company,DE
ent_902de42c61,TheraWorks 918,consortium,DE
ent_5c14c9a64a,NanoTech EU 969,company,US
ent_2308615831,GeneWorks 234,lab,DE
ent_784be9cb2a,MedDevicesLtd 549,startup,SE
ent_875dfa4446,BatterySolutions 933,consortium,SE
ent_3959f658eb,AgriCorp 162,company,NL
ent_61d094b9b8,TheraWorks 89,university,NL
ent_9002461af1,OmicsCore 983,lab,PT
ent_db6ea71972,AgriCorp 591,consortium,SE
ent_118b26c07a,NanoTech EU 228,university,UK
ent_7e8b4b771e,GeneWorks 956,university,SE
ent_835db851cd,GeneWorks 454,consortium,FR
ent_5eeab5158b,PharmaCo 77,consortium,DE
ent_180b3f6442,NanoTech EU 845,startup,SE
ent_270af6fbf2,TheraWorks 589,consortium,PT
ent_6dddc6b331,BatterySolutions 7,university,UK
ent_528b2329b8,MicroFab Labs 55,university,US
ent_2a290182c4,BioPlatform SA 3,company,DE
ent_e5fea256d2,AgriCorp 186,consortium,US
ent_8c13e80856,BioPlatform SA 824,startup,FI
ent_eb8c2a6bc1,AgriCorp 286,company,UK
ent_583542cfae,PharmaCo 154,university,US
ent_d02164eddf,BatterySolutions 432,university,NL
ent_7b2faeefc9,GeneWorks 268,university,FR
ent_2d07849f44,BatterySolutions 396,university,IT
ent_101acf9efe,NanoTech EU 21,startup,UK
ent_e8361dfee8,BatterySolutions 580,consortium,FR
ent_81a8d40c29,TheraWorks 43,consortium,NL
ent_892f35ae8d,TheraWorks 536,lab,US
ent_3527d8021b,NanoTech EU 218,company,DE
ent_0c8eacab45,OmicsCore 575,lab,DE
ent_d6adfa3291,BioPlatform SA 589,consortium,PT
ent_5b681db143,MicroFab Labs 294,startup,UK
ent_fc5a8f052c,BatterySolutions 941,startup,DE
ent_cc69e91c3a,MicroFab Labs 958,startup,ES
ent_0e618cecd6,MicroFab Labs 478,company,SE
ent_8e92bfa432,PharmaCo 783,consortium,DE
ent_949f982b92,NanoTech EU 578,consortium,NL
ent_e7eaa1d227,BatterySolutions 785,consortium,FI
ent_498d98f21b,GeneWorks 840,company,FR
ent_4dea573048,GeneWorks 566,lab,UK
ent_416105bd50,MicroFab Labs 71,startup,PT
ent_38c7ff30df,BatterySolutions 887,startup,FI
ent_4b3dda647a,PharmaCo 948,consortium,FI
ent_03833c9660,OmicsCore 584,university,DE
ent_ae2fb9ece6,PharmaCo 483,company,US
ent_f28c368a5e,PharmaCo 943,university,UK
ent_de420b246f,MedDevicesLtd 943,company,SE
ent_fc81785642,PharmaCo 707,consortium,SE
ent_d8530cbb2a,MicroFab Labs 985,company,UK
ent_d6b1a09e0b,BatterySolutions 240,university,DE
ent_60b3e47f65,GeneWorks 160,lab,DE
ent_edccbf5a25,BioPlatform SA 204,lab,DE
ent_a4c0f358da,MedDevicesLtd 416,university,IT
ent_2b19d03579,NanoTech EU 756,lab,DE
ent_df6cbebb94,BatterySolutions 451,university,ES
ent_43bb23cafe,MicroFab Labs 222,startup,FI
ent_3faf51e2c6,BioPlatform SA 10,consortium,FI
ent_0efcdc1fce,BioPlatform SA 361,startup,DE
ent_ff3a1cb81b,BatterySolutions 709,consortium,SE
ent_88a6696884,TheraWorks 195,consortium,NL
ent_d8d9506302,MedDevicesLtd 662,consortium,FI
ent_2ec62d0d08,AgriCorp 210,startup,FR
ent_994c7b9435,PharmaCo 875,university,NL
ent_0a958f9fa6,OmicsCore 351,consortium,SE
ent_5a39ab85ae,NanoTech EU 381,company,PT
ent_776989ee4d,GeneWorks 645,lab,DE
ent_f54c26daca,TheraWorks 128,consortium,SE
ent_f1c38d300b,BioPlatform SA 345,consortium,UK
ent_1411b22978,AgriCorp 23,consortium,IT
ent_f28cedd457,TheraWorks 425,company,US
ent_e091be6148,MedDevicesLtd 331,company,US
ent_b875142864,BioPlatform SA 958,startup,UK
ent_423f6a470b,GeneWorks 948,lab,PT
ent_9c81d6452c,TheraWorks 316,company,DE
ent_0bc1e7afea,MicroFab Labs 821,university,SE
ent_46506a1af5,MicroFab Labs 980,startup,NL
ent_6b3b07cdf7,BioPlatform SA 629,lab,IT
ent_7659b7eef4,BatterySolutions 701,consortium,PT
ent_e4ca62381a,AgriCorp 427,company,NL
ent_f60e0d5f9b,GeneWorks 500,consortium,ES
ent_34d68401cb,PharmaCo 491,startup,DE
ent_938f1265d6,AgriCorp 341,company,NL
ent_52825ac06b,OmicsCore 712,lab,PT
ent_53497e319d,PharmaCo 278,consortium,US
ent_90a94f490f,BioPlatform SA 900,company,PT
ent_3ede4de537,BatterySolutions 340,startup,SE
ent_2124b3a4cc,BioPlatform SA 968,company,UK
ent_901acd93e8,MicroFab Labs 192,consortium,PT
ent_6a2086b8d5,MedDevicesLtd 619,company,FI
ent_053888084e,PharmaCo 988,consortium,NL
ent_9b99f6a66e,NanoTech EU 112,lab,UK
ent_8ecb0ff86b,PharmaCo 841,company,DE
ent_156c631df3,AgriCorp 163,consortium,NL
ent_b22b2ae640,GeneWorks 184,lab,FI
ent_80b1ba3c5d,GeneWorks 932,lab,PT
ent_5c6917dda8,NanoTech EU 998,lab,DE
ent_ca60f79dd7,TheraWorks 700,lab,DE
ent_e760b869a8,AgriCorp 150,university,FI
ent_66b619e493,OmicsCore 824,startup,NL
ent_097775f80d,GeneWorks 738,company,SE
ent_1dbfbc7aff,MicroFab Labs 428,consortium,UK
ent_f33063c581,MicroFab Labs 227,lab,UK
ent_313a55396d,BioPlatform SA 2,startup,NL
ent_9ee34b8bdd,MicroFab Labs 310,lab,UK
ent_080d6a23b5,AgriCorp 350,lab,PT
ent_1d07e88644,PharmaCo 977,university,PT
ent_4fd6af4de3,MedDevicesLtd 47,startup,FR
ent_491934e184,AgriCorp 641,company,ES
ent_2e13f1ecca,NanoTech EU 770,startup,PT
ent_7ca8a7443a,BioPlatform SA 238,consortium,UK
ent_3c03581e69,OmicsCore 647,company,IT
ent_a80e0aabe4,BioPlatform SA 911,consortium,US
ent_c5b60d2806,TheraWorks 46,university,SE
ent_825b6c442c,GeneWorks 689,company,NL
ent_41dcb9cf08,AgriCorp 949,consortium,FI
ent_11b0cb782e,GeneWorks 510,company,DE
ent_60af89fb29,BatterySolutions 527,consortium,SE
ent_83bec6897e,MedDevicesLtd 50,consortium,FI
ent_ded239043f,NanoTech EU 624,startup,FR
ent_95d152ae7f,AgriCorp 661,startup,ES
ent_916f45e072,MedDevicesLtd 952,lab,FI
ent_2c74753b94,TheraWorks 134,lab,PT
