trial_id,title,status,phase,start_date,url
ct_40d1f4cce9,Clinical trial for ultrafast Li-ion charging,Recruiting,Phase 2,2020-10-14,https://clinical.example/bc13fc565cb4
ct_08a73c46b9,Clinical trial for single-cell multiomics,Terminated,Preclinical,2017-12-16,https://clinical.example/8e4e57f71f0f
ct_63587d5800,Clinical trial for wearable health sensors,"Active, not recruiting",Preclinical,2022-09-26,https://clinical.example/987d1b7e8752
ct_a8169d20db,Clinical trial for biosensors,Terminated,Phase 3,2024-05-24,https://clinical.example/b0d657f8a286
ct_496d087677,Clinical trial for solid-state cooling,Recruiting,Phase 1,2019-05-26,https://clinical.example/74160a5c4f2b
ct_ba6034e561,Clinical trial for gene editing (CRISPR),Terminated,Phase 3,2016-07-26,https://clinical.example/115c31f53047
ct_b81964873f,Clinical trial for wearable health sensors,Recruiting,Preclinical,2019-05-13,https://clinical.example/f8440706cbc1
ct_6f9994abc0,Clinical trial for CAR-T manufacturing,Terminated,Preclinical,2022-06-11,https://clinical.example/98d9f2d52840
ct_d80f32a4aa,Clinical trial for AI-driven medicinal chemistry,"Active, not recruiting",Phase 3,2020-05-17,https://clinical.example/58a99ca414a7
ct_4a9e4c20ff,Clinical trial for ultrafast Li-ion charging,Completed,Phase 1,2024-12-20,https://clinical.example/ae8ac7e1d11c
ct_a416e0f073,Clinical trial for robotic prosthetics,Terminated,Phase 1,2020-05-13,https://clinical.example/39837ba8cbca
ct_caabcda0bf,Clinical trial for diagnostic imaging,"Active, not recruiting",Phase 1,2016-08-19,https://clinical.example/756ab398469d
ct_43005902fb,Clinical trial for microfluidics,Terminated,Phase 2,2021-03-04,https://clinical.example/50225f91698c
ct_1812c3bd0b,Clinical trial for protein engineering,Terminated,Preclinical,2020-01-11,https://clinical.example/a987c8f4d74f
ct_c82c4abef7,Clinical trial for mRNA therapeutics,"Active, not recruiting",Phase 1,2022-01-07,https://clinical.example/fc0913a66626
ct_6f97e0a808,Clinical trial for ultrafast Li-ion charging,Recruiting,Phase 3,2024-03-09,https://clinical.example/869e0a7360ee
ct_f166cb0179,Clinical trial for lab-on-a-chip,Recruiting,Phase 2,2020-09-16,https://clinical.example/0a82941479b0
ct_8c060fc96b,Clinical trial for biosensors,Terminated,Preclinical,2016-10-07,https://clinical.example/1f5457b84a73
ct_bdeb9660d7,Clinical trial for lab-on-a-chip,Completed,Phase 1,2020-03-08,https://clinical.example/0fe7f9cf124d
ct_8ba7b6ea1f,Clinical trial for solid-state cooling,Recruiting,Preclinical,2020-05-25,https://clinical.example/5ff9083b0c67
ct_96ae026283,Clinical trial for bioreactor control,Completed,Phase 3,2018-01-06,https://clinical.example/b69c3227e638
ct_2e780e00b5,Clinical trial for mRNA therapeutics,Completed,Phase 1,2023-08-03,https://clinical.example/be9d803d6013
ct_46a40bd565,Clinical trial for robotic prosthetics,Completed,Preclinical,2022-09-11,https://clinical.example/ce8948d19663
ct_4d24806a4b,Clinical trial for diagnostic imaging,"Active, not recruiting",Phase 2,2021-01-27,https://clinical.example/58eb041157e8
ct_3130f96941,Clinical trial for robotic prosthetics,Terminated,Phase 3,2024-01-30,https://clinical.example/f89c5895cd80
ct_e38505e7c3,Clinical trial for photovoltaic perovskites,"Active, not recruiting",Phase 2,2024-04-13,https://clinical.example/bcddd0b0f1f6
ct_05d0bc8879,Clinical trial for CAR-T manufacturing,Completed,Phase 1,2019-09-09,https://clinical.example/419823ab7c46
ct_3c81e05bb1,Clinical trial for microfluidics,"Active, not recruiting",Phase 2,2022-02-23,https://clinical.example/e9c8d66a1ce6
ct_e8bbab19e9,Clinical trial for diagnostic imaging,"Active, not recruiting",Phase 1,2023-03-01,https://clinical.example/d814b16368a9
ct_29d903c398,Clinical trial for ultrafast Li-ion charging,Recruiting,Phase 3,2021-02-02,https://clinical.example/23c098c9d98d
ct_26cdef59f0,Clinical trial for gene editing (CRISPR),Completed,Phase 1,2024-07-24,https://clinical.example/c88bac51e516
ct_860e140a3a,Clinical trial for graphene membranes,Recruiting,Phase 2,2021-04-29,https://clinical.example/74f59d9e5329
ct_f0f13ce17b,Clinical trial for protein engineering,Terminated,Phase 1,2020-07-04,https://clinical.example/0343646d806e
ct_3462510f28,Clinical trial for diagnostic imaging,Recruiting,Preclinical,2022-05-07,https://clinical.example/2424c00d43d9
ct_333ff99486,Clinical trial for diagnostic imaging,"Active, not recruiting",Phase 3,2022-03-07,https://clinical.example/4ce2cd3bc592
ct_3506b39105,Clinical trial for gene editing (CRISPR),Recruiting,Phase 1,2018-02-08,https://clinical.example/456429ab3a9c
ct_d6c16841ba,Clinical trial for lab-on-a-chip,Recruiting,Phase 3,2022-09-10,https://clinical.example/7250daf62349
ct_5d13760f08,Clinical trial for bioreactor control,Completed,Phase 3,2020-12-24,https://clinical.example/ea0a6e9d6b4d
ct_d8a9e7a7b8,Clinical trial for lab-on-a-chip,Terminated,Phase 3,2023-09-07,https://clinical.example/9ce67e5d5d4c
ct_0174c1760d,Clinical trial for protein engineering,Recruiting,Phase 2,2021-05-03,https://clinical.example/efd0979bc67d
ct_0f6947ed40,Clinical trial for protein engineering,Recruiting,Phase 1,2016-11-27,https://clinical.example/ab5ce1c3e78f
ct_646ce8887b,Clinical trial for mRNA therapeutics,Completed,Phase 2,2016-10-16,https://clinical.example/68258b9dd058
ct_7716a5344e,Clinical trial for gene editing (CRISPR),Recruiting,Preclinical,2020-01-19,https://clinical.example/ccfcba7f4bd8
ct_348f6243e1,Clinical trial for wearable health sensors,Completed,Preclinical,2020-08-25,https://clinical.example/eb13144422ab
ct_23068570a6,Clinical trial for nanopore sequencing,"Active, not recruiting",Phase 2,2020-08-25,https://clinical.example/c9d4705a012c
ct_79bd6ceffb,Clinical trial for robotic prosthetics,Completed,Phase 3,2021-01-23,https://clinical.example/e6224c3df12e
ct_514b79aa3c,Clinical trial for biosensors,Recruiting,Phase 2,2018-02-24,https://clinical.example/a34f3cc46947
ct_1fca3fd557,Clinical trial for bioprinting,Recruiting,Phase 2,2024-12-11,https://clinical.example/e810de495ba2
ct_99db5835c5,Clinical trial for gene editing (CRISPR),Recruiting,Phase 3,2020-01-16,https://clinical.example/440c27191f21
ct_0608f905f0,Clinical trial for ultrafast Li-ion charging,Terminated,Phase 3,2020-04-18,https://clinical.example/b8746b24ca50
ct_ef9632e6f1,Clinical trial for biosensors,"Active, not recruiting",Preclinical,2020-08-22,https://clinical.example/249cd6d5d929
ct_6cd7a1e642,Clinical trial for single-cell multiomics,Completed,Phase 1,2024-12-27,https://clinical.example/816fad14d9c2
ct_3ad34aea25,Clinical trial for battery chemistry,Recruiting,Phase 1,2023-06-01,https://clinical.example/8556ac9b40dd
ct_fbc8cc2981,Clinical trial for gene editing (CRISPR),Recruiting,Phase 1,2023-05-19,https://clinical.example/6df13e5c38b9
ct_2ad3cd4bb0,Clinical trial for single-cell multiomics,"Active, not recruiting",Preclinical,2019-02-02,https://clinical.example/800406a9349c
ct_665a1eb999,Clinical trial for single-cell multiomics,"Active, not recruiting",Preclinical,2021-03-21,https://clinical.example/797fa70dad04
ct_fc73617d06,Clinical trial for AI-driven medicinal chemistry,Recruiting,Phase 1,2022-09-29,https://clinical.example/031350f0cb47
ct_8e03230af5,Clinical trial for microfluidics,Recruiting,Phase 2,2018-06-21,https://clinical.example/323fa87379b1
ct_b6aa482e1b,Clinical trial for AI-driven medicinal chemistry,Recruiting,Phase 1,2019-09-05,https://clinical.example/30d774bdff6e
ct_a99b869ede,Clinical trial for nanopore sequencing,Terminated,Phase 1,2017-06-08,https://clinical.example/a560f06c4d39
ct_91b47aaa58,Clinical trial for protein engineering,Completed,Phase 2,2022-05-17,https://clinical.example/180f79c5c3e9
ct_5c5efea24c,Clinical trial for robotic prosthetics,Completed,Phase 1,2018-04-08,https://clinical.example/49bfbd67bfa7
ct_bdda0a55c0,Clinical trial for graphene membranes,Recruiting,Preclinical,2023-11-13,https://clinical.example/dfe9a96645f2
ct_80a3ccee13,Clinical trial for bioreactor control,Terminated,Phase 3,2020-01-09,https://clinical.example/ddb176fc021a
ct_d3d41217f3,Clinical trial for nanopore sequencing,Completed,Phase 3,2018-07-02,https://clinical.example/48dfa4a23dec
ct_09831d3f08,Clinical trial for biosensors,Terminated,Phase 1,2016-02-26,https://clinical.example/5e96727819fa
ct_e2b6352fe1,Clinical trial for biosensors,"Active, not recruiting",Phase 1,2019-04-28,https://clinical.example/6398ed51f8a1
ct_b77d1ed2d8,Clinical trial for diagnostic imaging,Terminated,Preclinical,2019-11-09,https://clinical.example/27ef17faf15f
ct_c27e0fce3e,Clinical trial for AI-driven medicinal chemistry,"Active, not recruiting",Phase 2,2021-03-25,https://clinical.example/fb7b6658793c
ct_d781b51b53,Clinical trial for biosensors,Recruiting,Phase 2,2024-10-16,https://clinical.example/2909cb66d40b
ct_c14b0351a7,Clinical trial for nanopore sequencing,"Active, not recruiting",Phase 3,2018-11-18,https://clinical.example/f4b19e4a63f3
ct_8e7343d9d8,Clinical trial for wearable health sensors,"Active, not recruiting",Preclinical,2020-05-30,https://clinical.example/dc913dbc4c67
ct_53b1ed4ff0,Clinical trial for photovoltaic perovskites,Recruiting,Phase 3,2023-02-20,https://clinical.example/2d9194718422
ct_2d36b6791a,Clinical trial for wearable health sensors,Completed,Phase 2,2020-12-30,https://clinical.example/8fb778fe9125
ct_6d1d311a71,Clinical trial for diagnostic imaging,Terminated,Phase 2,2018-02-07,https://clinical.example/0f44f32af970
ct_daea19df75,Clinical trial for mRNA therapeutics,Terminated,Phase 3,2016-05-27,https://clinical.example/f0a8c1ea2633
ct_288edea00c,Clinical trial for bioreactor control,Completed,Phase 1,2020-01-09,https://clinical.example/8fd072aa26f4
ct_23a5b92e79,Clinical trial for lab-on-a-chip,Completed,Phase 1,2023-04-09,https://clinical.example/69479169a3a5
ct_df10db213c,Clinical trial for lab-on-a-chip,Completed,Preclinical,2016-12-04,https://clinical.example/cd28ca8ace0d
ct_f2d0a7fb29,Clinical trial for nanopore sequencing,"Active, not recruiting",Phase 3,2021-04-09,https://clinical.example/e5f0a1e68ebb
ct_5e9285135d,Clinical trial for graphene membranes,Completed,Phase 2,2020-06-06,https://clinical.example/edf3827a995c
ct_e0ae76a8d3,Clinical trial for photovoltaic perovskites,Recruiting,Phase 3,2022-08-02,https://clinical.example/e138c308470e
ct_7c164bf5ed,Clinical trial for ultrafast Li-ion charging,Completed,Preclinical,2016-09-02,https://clinical.example/c81b8e410a4b
ct_6b6a422ca3,Clinical trial for lab-on-a-chip,"Active, not recruiting",Phase 3,2020-09-17,https://clinical.example/f26089462754
ct_526745ed26,Clinical trial for protein engineering,Recruiting,Phase 2,2020-03-11,https://clinical.example/6cd3941b4ae3
ct_7d4408122e,Clinical trial for lab-on-a-chip,Terminated,Phase 1,2018-12-01,https://clinical.example/446cae4b99ce
ct_19ecfe72d5,Clinical trial for protein engineering,Completed,Phase 1,2022-02-16,https://clinical.example/de1abb371fd2
ct_a58a983fc2,Clinical trial for solid-state cooling,Recruiting,Preclinical,2023-04-13,https://clinical.example/e53ee022e142
ct_2a8f16a284,Clinical trial for bioreactor control,"Active, not recruiting",Preclinical,2017-10-20,https://clinical.example/0ba7be617cc6
ct_b6b3f071de,Clinical trial for protein engineering,"Active, not recruiting",Preclinical,2019-07-06,https://clinical.example/0eae3ca170d3
ct_8aa16865e0,Clinical trial for photovoltaic perovskites,Terminated,Preclinical,2021-03-09,https://clinical.example/fde4781f81a2
ct_911817654b,Clinical trial for ultrafast Li-ion charging,Terminated,Phase 2,2024-08-28,https://clinical.example/8994ca149ac3
ct_60c8bb8119,Clinical trial for biosensors,Terminated,Preclinical,2022-09-25,https://clinical.example/4e6779f358f7
ct_7d0048c6a7,Clinical trial for wearable health sensors,"Active, not recruiting",Phase 2,2023-04-27,https://clinical.example/c0641be54a13
ct_deac620fc4,Clinical trial for graphene membranes,Terminated,Phase 3,2018-12-23,https://clinical.example/74cd08f2bb93
ct_d1c6fce337,Clinical trial for gene editing (CRISPR),"Active, not recruiting",Phase 1,2024-03-20,https://clinical.example/5d927d0f291a
ct_3f548acf75,Clinical trial for wearable health sensors,"Active, not recruiting",Phase 3,2017-06-11,https://clinical.example/61fa5e1f9d87
ct_90049f35c4,Clinical trial for protein engineering,Terminated,Preclinical,2024-05-14,https://clinical.example/6c4f99aa0d18
ct_477d7c28fe,Clinical trial for CAR-T manufacturing,Terminated,Phase 2,2020-03-28,https://clinical.example/afe458abec2e
ct_208a258543,Clinical trial for solid-state cooling,Completed,Phase 2,2018-09-14,https://clinical.example/bdac2bc55580
ct_4752ec307e,Clinical trial for AI-driven medicinal chemistry,Recruiting,Phase 1,2024-10-25,https://clinical.example/fb0e5cab45b5
ct_e4e8ae3172,Clinical trial for bioreactor control,Completed,Preclinical,2021-03-04,https://clinical.example/2897e54f42bc
ct_66f25c50fc,Clinical trial for nanopore sequencing,"Active, not recruiting",Phase 2,2021-02-20,https://clinical.example/96e83737da57
ct_a6837a15c9,Clinical trial for bioprinting,Completed,Phase 1,2017-03-17,https://clinical.example/c4edab095dce
ct_463317d59f,Clinical trial for gene editing (CRISPR),Terminated,Phase 1,2019-02-05,https://clinical.example/512d25432085
ct_0cb5c7266b,Clinical trial for robotic prosthetics,"Active, not recruiting",Preclinical,2020-10-17,https://clinical.example/cf1cefc08b33
ct_bbc5efa460,Clinical trial for CAR-T manufacturing,Recruiting,Phase 3,2017-01-30,https://clinical.example/8a1131dc8a68
ct_ce777e2144,Clinical trial for graphene membranes,Completed,Phase 3,2021-09-16,https://clinical.example/2e5f1bc46a51
ct_29427da2dc,Clinical trial for solid-state cooling,Recruiting,Preclinical,2017-04-18,https://clinical.example/25990ff901a4
ct_aa49b49e53,Clinical trial for bioreactor control,Terminated,Phase 2,2021-01-14,https://clinical.example/54f32d40f066
ct_485c83e936,Clinical trial for gene editing (CRISPR),Recruiting,Preclinical,2022-10-28,https://clinical.example/7ea22d2adcc2
ct_50811196b6,Clinical trial for gene editing (CRISPR),"Active, not recruiting",Phase 2,2024-09-07,https://clinical.example/46975b68850f
ct_9e0f13aa19,Clinical trial for wearable health sensors,Terminated,Phase 2,2016-03-24,https://clinical.example/218a53f77184
ct_4e70780bf4,Clinical trial for CAR-T manufacturing,"Active, not recruiting",Phase 3,2018-11-15,https://clinical.example/269a4340438e
ct_23fb2c267f,Clinical trial for AI-driven medicinal chemistry,Terminated,Preclinical,2019-05-23,https://clinical.example/b2a2a685aa39
ct_135ac13bb3,Clinical trial for biosensors,Completed,Phase 2,2024-12-12,https://clinical.example/117d409a7eb8
ct_6b0e5a6de0,Clinical trial for AI-driven medicinal chemistry,Terminated,Phase 3,2024-06-30,https://clinical.example/82bf18b8ab61
ct_fa81654ee2,Clinical trial for microfluidics,Recruiting,Preclinical,2017-09-18,https://clinical.example/6011d5079ba3
ct_317fb28d41,Clinical trial for lab-on-a-chip,Completed,Preclinical,2018-08-21,https://clinical.example/c5c16721da1a
ct_46d42f1baf,Clinical trial for ultrafast Li-ion charging,Terminated,Phase 3,2019-10-15,https://clinical.example/9afda0f1eadf
ct_e27dc4f8e4,Clinical trial for mRNA therapeutics,"Active, not recruiting",Phase 1,2016-04-07,https://clinical.example/717d10ec0f37
ct_deea20a468,Clinical trial for robotic prosthetics,Completed,Phase 3,2019-01-01,https://clinical.example/2e365774bf4c
ct_81a65aca1c,Clinical trial for AI-driven medicinal chemistry,Recruiting,Phase 3,2024-11-29,https://clinical.example/331536c67d9b
ct_199d530396,Clinical trial for bioreactor control,"Active, not recruiting",Phase 1,2016-03-31,https://clinical.example/5fd1834f29c4
ct_ac860b9fcb,Clinical trial for CAR-T manufacturing,Terminated,Phase 2,2020-03-19,https://clinical.example/e59fb8313b18
ct_b5e03c3bcd,Clinical trial for biosensors,Completed,Phase 1,2016-04-12,https://clinical.example/f635647aa72f
ct_12adf9881f,Clinical trial for single-cell multiomics,Completed,Preclinical,2016-05-04,https://clinical.example/e0b1892b63d1
ct_8d8e86ef59,Clinical trial for nanopore sequencing,Recruiting,Phase 2,2019-09-12,https://clinical.example/5bef442c262d
ct_ba9fb4155c,Clinical trial for bioreactor control,"Active, not recruiting",Phase 3,2024-06-30,https://clinical.example/ca81b1447fd8
ct_e8e87accb1,Clinical trial for microfluidics,Completed,Preclinical,2022-07-30,https://clinical.example/c8b0a15bf60f
ct_3f5e6192d3,Clinical trial for nanopore sequencing,Recruiting,Phase 2,2022-08-05,https://clinical.example/6ba5c2dc8cdd
ct_9f515bd9bc,Clinical trial for battery chemistry,Terminated,Phase 2,2024-08-21,https://clinical.example/78e754356994
ct_acbb18e647,Clinical trial for bioprinting,Terminated,Phase 1,2024-01-02,https://clinical.example/70db2e3c3bd5
ct_b4e6bfa0da,Clinical trial for single-cell multiomics,Completed,Phase 1,2023-09-10,https://clinical.example/2e777954819c
ct_9c4a9ccc9a,Clinical trial for solid-state cooling,Terminated,Phase 3,2017-11-09,https://clinical.example/00c8994a2d57
ct_4e6bbafefb,Clinical trial for bioprinting,Completed,Preclinical,2022-03-15,https://clinical.example/3d0a96304545
ct_9626022d9e,Clinical trial for wearable health sensors,Recruiting,Phase 3,2023-01-12,https://clinical.example/46e1c8e914e1
ct_ec07d2fd9d,Clinical trial for microfluidics,"Active, not recruiting",Phase 2,2021-06-28,https://clinical.example/bda884837e9a
ct_71c82e6819,Clinical trial for wearable health sensors,Recruiting,Phase 2,2017-02-24,https://clinical.example/6d4e578a91a9
ct_769f5f129e,Clinical trial for battery chemistry,Terminated,Phase 3,2023-06-28,https://clinical.example/7b87a747c98f
ct_570537ef88,Clinical trial for solid-state cooling,Recruiting,Phase 2,2018-07-19,https://clinical.example/9c039de07827
ct_95964c6c57,Clinical trial for bioprinting,Completed,Phase 3,2022-04-15,https://clinical.example/3fd45eb06e02
ct_99c89db80b,Clinical trial for AI-driven medicinal chemistry,Completed,Phase 3,2023-04-20,https://clinical.example/7e38ed11f3e1
ct_eca5a380da,Clinical trial for protein engineering,"Active, not recruiting",Preclinical,2022-12-17,https://clinical.example/1b98beb6ff1e
ct_0fcf2779c9,Clinical trial for biosensors,Recruiting,Phase 2,2017-09-05,https://clinical.example/7c259c33474c
ct_17216f5b7d,Clinical trial for lab-on-a-chip,Recruiting,Preclinical,2018-03-16,https://clinical.example/fece270c3fa5
ct_7e5501a74f,Clinical trial for photovoltaic perovskites,Completed,Phase 1,2023-04-06,https://clinical.example/a632dda63122
ct_eefdf49df1,Clinical trial for bioprinting,Terminated,Phase 3,2017-10-12,https://clinical.example/25ee0bc1e380
ct_934df79a3e,Clinical trial for photovoltaic perovskites,"Active, not recruiting",Phase 3,2022-03-29,https://clinical.example/b2e9867d572c
ct_e1e1e5728e,Clinical trial for battery chemistry,"Active, not recruiting",Phase 3,2020-05-23,https://clinical.example/120a4a4f4e03
ct_95a55f2159,Clinical trial for solid-state cooling,"Active, not recruiting",Phase 3,2023-04-06,https://clinical.example/a2810a76f8a5
ct_c045390193,Clinical trial for gene editing (CRISPR),Terminated,Phase 3,2023-08-12,https://clinical.example/3afcb265438e
ct_6b2a30d36f,Clinical trial for gene editing (CRISPR),Completed,Phase 3,2024-03-24,https://clinical.example/34684cf19274
ct_ce738f9cf5,Clinical trial for bioprinting,Recruiting,Phase 2,2021-10-23,https://clinical.example/c6f717fcb83c
ct_e70af88f31,Clinical trial for AI-driven medicinal chemistry,Terminated,Phase 1,2017-11-21,https://clinical.example/276014aa9c2f
ct_2746e58b63,Clinical trial for microfluidics,"Active, not recruiting",Preclinical,2019-12-13,https://clinical.example/a6c7f7301c31
ct_7b2f294b55,Clinical trial for single-cell multiomics,Completed,Preclinical,2017-08-11,https://clinical.example/14a2dc0a4931
ct_fad334c663,Clinical trial for gene editing (CRISPR),Terminated,Phase 1,2024-06-26,https://clinical.example/12afc7442c37
ct_2d9b8fc6e6,Clinical trial for biosensors,Completed,Phase 2,2023-05-21,https://clinical.example/999179cf0199
ct_6cd134b872,Clinical trial for biosensors,Completed,Preclinical,2017-04-11,https://clinical.example/e46760699681
ct_db796ea5d4,Clinical trial for protein engineering,Terminated,Phase 1,2020-04-21,https://clinical.example/7ceceb199ea5
ct_3c27c74419,Clinical trial for gene editing (CRISPR),Recruiting,Phase 2,2020-11-05,https://clinical.example/d242bb0083f8
ct_11ca25c5f7,Clinical trial for microfluidics,Terminated,Phase 2,2022-08-01,https://clinical.example/ac8db67f8137
ct_66f3508d32,Clinical trial for diagnostic imaging,Terminated,Phase 2,2020-11-10,https://clinical.example/abe5bec0e486
ct_6c556d145f,Clinical trial for lab-on-a-chip,Terminated,Phase 2,2016-09-09,https://clinical.example/1393dee713d6
ct_0221c243e1,Clinical trial for wearable health sensors,"Active, not recruiting",Phase 3,2023-10-19,https://clinical.example/3ca75c6cd6fd
ct_2cf55b2b02,Clinical trial for CAR-T manufacturing,Completed,Phase 1,2019-01-07,https://clinical.example/66baa4c5c32e
ct_ff824d6fa8,Clinical trial for lab-on-a-chip,Completed,Phase 3,2021-05-08,https://clinical.example/0dbcce52f7f7
ct_3282b57093,Clinical trial for bioprinting,Terminated,Phase 2,2023-07-13,https://clinical.example/21ccad9be7be
ct_b06a8c09df,Clinical trial for robotic prosthetics,Recruiting,Phase 3,2019-11-18,https://clinical.example/d9e9c612a3cb
ct_f2b37d6cf0,Clinical trial for CAR-T manufacturing,Completed,Preclinical,2024-01-12,https://clinical.example/53a3e4e6497c
ct_03a73507f4,Clinical trial for bioreactor control,Terminated,Phase 2,2023-12-10,https://clinical.example/c17c64a842ab
ct_c02c884a33,Clinical trial for AI-driven medicinal chemistry,Recruiting,Phase 2,2019-11-26,https://clinical.example/787cfc4ec134
ct_7050c4151a,Clinical trial for protein engineering,Terminated,Preclinical,2023-06-25,https://clinical.example/dda71f148eb3
ct_ed894900be,Clinical trial for wearable health sensors,Terminated,Preclinical,2018-01-06,https://clinical.example/1a243d0ec0a7
ct_d5522b7b5d,Clinical trial for solid-state cooling,Recruiting,Phase 1,2016-06-24,https://clinical.example/360dcc3b8a04
ct_ef820cf323,Clinical trial for nanopore sequencing,Recruiting,Preclinical,2024-07-28,https://clinical.example/d39578b57311
ct_153dba25b0,Clinical trial for microfluidics,Recruiting,Phase 1,2020-11-12,https://clinical.example/2b2cae3c2a27
ct_2a37bb2d96,Clinical trial for microfluidics,Terminated,Phase 3,2016-09-26,https://clinical.example/51375a3c3243
ct_137e2c9056,Clinical trial for bioprinting,Terminated,Phase 3,2017-10-06,https://clinical.example/24c479f20c9e
ct_f8ace9a7b1,Clinical trial for bioprinting,Terminated,Phase 1,2017-09-17,https://clinical.example/ae1ab1248d23
ct_3ab1ae4792,Clinical trial for nanopore sequencing,"Active, not recruiting",Phase 2,2019-12-02,https://clinical.example/d581527bdf2c
ct_5434bcadaa,Clinical trial for single-cell multiomics,Completed,Phase 1,2019-10-13,https://clinical.example/2b361dcfcd29
ct_5a34c5973d,Clinical trial for bioreactor control,Terminated,Preclinical,2017-05-04,https://clinical.example/0470f6f83715
ct_237441dab9,Clinical trial for photovoltaic perovskites,Completed,Preclinical,2022-05-09,https://clinical.example/5ff0c1fe63b9
ct_5e2bf30b59,Clinical trial for photovoltaic perovskites,Completed,Phase 1,2021-07-24,https://clinical.example/bc82f8b73588
ct_d8de2ec9b5,Clinical trial for diagnostic imaging,Completed,Phase 3,2022-02-25,https://clinical.example/2d9469114ad4
ct_6ce9d5030c,Clinical trial for lab-on-a-chip,Terminated,Phase 3,2022-01-30,https://clinical.example/9e885e1d5c49
ct_ca78217683,Clinical trial for diagnostic imaging,"Active, not recruiting",Preclinical,2016-11-12,https://clinical.example/4b376db9f5c6
ct_e578944ca2,Clinical trial for robotic prosthetics,Recruiting,Preclinical,2019-09-30,https://clinical.example/1c6f32ef4bde
ct_6c9f5ea709,Clinical trial for nanopore sequencing,Recruiting,Phase 1,2018-03-27,https://clinical.example/752841bc7c7a
ct_0fa1cb80ee,Clinical trial for solid-state cooling,"Active, not recruiting",Phase 3,2020-08-22,https://clinical.example/335daceaf1ca
ct_0889ef5920,Clinical trial for CAR-T manufacturing,Recruiting,Phase 3,2016-07-25,https://clinical.example/95904b0c169f
ct_ee1dd0cf6c,Clinical trial for gene editing (CRISPR),"Active, not recruiting",Preclinical,2019-07-24,https://clinical.example/ecc9b0fe84f0
ct_fc29c1d621,Clinical trial for microfluidics,Completed,Phase 2,2016-03-03,https://clinical.example/61168d25b41a
ct_b00afb440f,Clinical trial for diagnostic imaging,Recruiting,Phase 1,2021-10-20,https://clinical.example/930a8c618e2f
ct_990d5a7e3c,Clinical trial for lab-on-a-chip,Completed,Phase 2,2018-05-03,https://clinical.example/672409fb2dfe
ct_e623cc981c,Clinical trial for graphene membranes,Completed,Phase 1,2023-10-14,https://clinical.example/fbfea845c019
ct_3677337e73,Clinical trial for graphene membranes,Completed,Phase 3,2022-05-25,https://clinical.example/c751bc5c9827
ct_450fbda13e,Clinical trial for bioreactor control,Recruiting,Preclinical,2020-09-25,https://clinical.example/1cd20e66b172
ct_6b1e2dce46,Clinical trial for graphene membranes,Terminated,Phase 3,2021-11-22,https://clinical.example/d0940ca238b0
ct_8104d170f9,Clinical trial for nanopore sequencing,Recruiting,Phase 1,2024-07-28,https://clinical.example/a38f44890b33
ct_148408547d,Clinical trial for graphene membranes,Recruiting,Phase 3,2020-09-17,https://clinical.example/7ab791915af5
ct_285ec63560,Clinical trial for protein engineering,Recruiting,Preclinical,2019-10-03,https://clinical.example/bfcb495d7c45
ct_83dac08d85,Clinical trial for microfluidics,Terminated,Phase 2,2021-02-18,https://clinical.example/de054ad05090
ct_e17991d966,Clinical trial for single-cell multiomics,Terminated,Phase 2,2019-08-01,https://clinical.example/5ecd2459fd4d
ct_46ee4a308b,Clinical trial for lab-on-a-chip,Terminated,Phase 1,2024-03-27,https://clinical.example/83ff3b9747a0
ct_547d64b4bf,Clinical trial for ultrafast Li-ion charging,Completed,Phase 2,2021-04-12,https://clinical.example/cf85b47fb149
ct_01988a9d0f,Clinical trial for mRNA therapeutics,Terminated,Phase 1,2020-05-16,https://clinical.example/4992984c43bf
ct_77ff7aa632,Clinical trial for wearable health sensors,Terminated,Preclinical,2020-09-23,https://clinical.example/9f6c5c33fa05
ct_522bed5525,Clinical trial for microfluidics,Terminated,Phase 1,2016-02-28,https://clinical.example/d4aa5185504b
ct_910125c633,Clinical trial for lab-on-a-chip,Terminated,Preclinical,2023-04-12,https://clinical.example/a8a57191ad2b
ct_dd98c3db93,Clinical trial for mRNA therapeutics,"Active, not recruiting",Preclinical,2024-02-05,https://clinical.example/14fb67d1992e
ct_7d21d48b04,Clinical trial for photovoltaic perovskites,"Active, not recruiting",Phase 1,2024-02-09,https://clinical.example/56cb60a5c100
ct_c76792747c,Clinical trial for ultrafast Li-ion charging,"Active, not recruiting",Phase 3,2022-07-16,https://clinical.example/aab7c5bc7d44
ct_0ecd44e88f,Clinical trial for protein engineering,"Active, not recruiting",Preclinical,2024-05-12,https://clinical.example/70abe146a1b2
ct_4336a3c682,Clinical trial for biosensors,Terminated,Preclinical,2016-01-09,https://clinical.example/72059499da6a
ct_373dc4bd93,Clinical trial for lab-on-a-chip,"Active, not recruiting",Phase 1,2017-07-14,https://clinical.example/0b103d4a0f16
ct_7f6e709c01,Clinical trial for bioreactor control,Recruiting,Phase 1,2021-08-04,https://clinical.example/fc217524e6c1
ct_54567eb5dc,Clinical trial for microfluidics,Completed,Preclinical,2018-08-22,https://clinical.example/fc4e98ac4d8d
ct_77f536cdad,Clinical trial for gene editing (CRISPR),Recruiting,Phase 1,2024-12-23,https://clinical.example/1b990d8debae
ct_b7b4ab8501,Clinical trial for solid-state cooling,Completed,Phase 3,2016-07-18,https://clinical.example/d011cda2aeb0
