seed_id,title,abstract,topic,date
seed_6bee2456a5,Diagnostic Imaging — technology brief 172,"Brief describing diagnostic imaging. Includes a candidate method, enabling reagent or device, and potential platform architecture with early validation and indicative economics.",diagnostic imaging,2023-01-08
seed_0da9abccad,Wearable Health Sensors — technology brief 173,"Brief describing wearable health sensors. Includes a candidate method, enabling reagent or device, and potential platform architecture with early validation and indicative economics.",wearable health sensors,2020-09-16
seed_d5ed89f2b0,Wearable Health Sensors — technology brief 174,"Brief describing wearable health sensors. Includes a candidate method, enabling reagent or device, and potential platform architecture with early validation and indicative economics.",wearable health sensors,2018-02-24
seed_985b7c5bb2,Mrna Therapeutics — technology brief 175,"Brief describing mRNA therapeutics. Includes a candidate method, enabling reagent or device, and potential platform architecture with early validation and indicative economics.",mRNA therapeutics,2020-02-01
seed_2780ded498,Solid-State Cooling — technology brief 176,"Brief describing solid-state cooling. Includes a candidate method, enabling reagent or device, and potential platform architecture with early validation and indicative economics.",solid-state cooling,2023-07-01
seed_9ca1dd47ab,Solid-State Cooling — technology brief 177,"Brief describing solid-state cooling. Includes a candidate method, enabling reagent or device, and potential platform architecture with early validation and indicative economics.",solid-state cooling,2020-07-14
seed_712cb5fa41,Mrna Therapeutics — technology brief 178,"Brief describing mRNA therapeutics. Includes a candidate method, enabling reagent or device, and potential platform architecture with early validation and indicative economics.",mRNA therapeutics,2021-08-17
seed_994ed39946,Microfluidics — technology brief 179,"Brief describing microfluidics. Includes a candidate method, enabling reagent or device, and potential platform architecture with early validation and indicative economics.",microfluidics,2023-10-17
seed_3e54a20c84,Ai-Driven Medicinal Chemistry — technology brief 180,"Brief describing AI-driven medicinal chemistry. Includes a candidate method, enabling reagent or device, and potential platform architecture with early validation and indicative economics.",AI-driven medicinal chemistry,2022-10-13
seed_822446a70d,Photovoltaic Perovskites — technology brief 181,"Brief describing photovoltaic perovskites. Includes a candidate method, enabling reagent or device, and potential platform architecture with early validation and indicative economics.",photovoltaic perovskites,2023-03-25
seed_00fd969d5a,Graphene Membranes — technology brief 182,"Brief describing graphene membranes. Includes a candidate method, enabling reagent or device, and potential platform architecture with early validation and indicative economics.",graphene membranes,2023-09-17
seed_808a3ce605,Robotic Prosthetics — technology brief 183,"Brief describing robotic prosthetics. Includes a candidate method, enabling reagent or device, and potential platform architecture with early validation and indicative economics.",robotic prosthetics,2025-02-05
seed_a1d7ed56f0,Photovoltaic Perovskites — technology brief 184,"Brief describing photovoltaic perovskites. Includes a candidate method, enabling reagent or device, and potential platform architecture with early validation and indicative economics.",photovoltaic perovskites,2025-04-20
seed_76ea58270f,Battery Chemistry — technology brief 185,"Brief describing battery chemistry. Includes a candidate method, enabling reagent or device, and potential platform architecture with early validation and indicative economics.",battery chemistry,2019-07-24
seed_4f3d602abc,Diagnostic Imaging — technology brief 186,"Brief describing diagnostic imaging. Includes a candidate method, enabling reagent or device, and potential platform architecture with early validation and indicative economics.",diagnostic imaging,2018-12-25
seed_e62bcb58c4,Lab-On-A-Chip — technology brief 187,"Brief describing lab-on-a-chip. Includes a candidate method, enabling reagent or device, and potential platform architecture with early validation and indicative economics.",lab-on-a-chip,2023-09-02
seed_48be6a7239,Wearable Health Sensors — technology brief 188,"Brief describing wearable health sensors. Includes a candidate method, enabling reagent or device, and potential platform architecture with early validation and indicative economics.",wearable health sensors,2025-10-01
seed_893b77d4a8,Ultrafast Li-Ion Charging — technology brief 189,"Brief describing ultrafast Li-ion charging. Includes a candidate method, enabling reagent or device, and potential platform architecture with early validation and indicative economics.",ultrafast Li-ion charging,2020-06-23
seed_5727281a9d,Diagnostic Imaging — technology brief 190,"Brief describing diagnostic imaging. Includes a candidate method, enabling reagent or device, and potential platform architecture with early validation and indicative economics.",diagnostic imaging,2019-02-25
seed_5c1f931def,Ai-Driven Medicinal Chemistry — technology brief 191,"Brief describing AI-driven medicinal chemistry. Includes a candidate method, enabling reagent or device, and potential platform architecture with early validation and indicative economics.",AI-driven medicinal chemistry,2020-07-19
seed_1c2916ae06,Ultrafast Li-Ion Charging — technology brief 192,"Brief describing ultrafast Li-ion charging. Includes a candidate method, enabling reagent or device, and potential platform architecture with early validation and indicative economics.",ultrafast Li-ion charging,2021-06-20
seed_6f27e056df,Bioprinting — technology brief 193,"Brief describing bioprinting. Includes a candidate method, enabling reagent or device, and potential platform architecture with early validation and indicative economics.",bioprinting,2021-03-04
seed_7792d899d9,Diagnostic Imaging — technology brief 194,"Brief describing diagnostic imaging. Includes a candidate method, enabling reagent or device, and potential platform architecture with early validation and indicative economics.",diagnostic imaging,2020-04-06
seed_6334cd955c,Ai-Driven Medicinal Chemistry — technology brief 195,"Brief describing AI-driven medicinal chemistry. Includes a candidate method, enabling reagent or device, and potential platform architecture with early validation and indicative economics.",AI-driven medicinal chemistry,2025-11-06
seed_90b4f85ca7,Ai-Driven Medicinal Chemistry — technology brief 196,"Brief describing AI-driven medicinal chemistry. Includes a candidate method, enabling reagent or device, and potential platform architecture with early validation and indicative economics.",AI-driven medicinal chemistry,2022-09-12
seed_30f900a447,Gene Editing (Crispr) — technology brief 197,"Brief describing gene editing (CRISPR). Includes a candidate method, enabling reagent or device, and potential platform architecture with early validation and indicative economics.",gene editing (CRISPR),2021-06-29
seed_e2bb26ff49,Protein Engineering — technology brief 198,"Brief describing protein engineering. Includes a candidate method, enabling reagent or device, and potential platform architecture with early validation and indicative economics.",protein engineering,2023-02-04
seed_037306224f,Protein Engineering — technology brief 199,"Brief describing protein engineering. Includes a candidate method, enabling reagent or device, and potential platform architecture with early validation and indicative economics.",protein engineering,2018-12-07
seed_aebd948c3a,Single-Cell Multiomics — technology brief 200,"Brief describing single-cell multiomics. Includes a candidate method, enabling reagent or device, and potential platform architecture with early validation and indicative economics.",single-cell multiomics,2024-01-03
seed_66a63f55e1,Wearable Health Sensors — technology brief 201,"Brief describing wearable health sensors. Includes a candidate method, enabling reagent or device, and potential platform architecture with early validation and indicative economics.",wearable health sensors,2021-06-13
seed_82fa940b97,Ultrafast Li-Ion Charging — technology brief 202,"Brief describing ultrafast Li-ion charging. Includes a candidate method, enabling reagent or device, and potential platform architecture with early validation and indicative economics.",ultrafast Li-ion charging,2019-01-03
seed_cc94360bf6,Solid-State Cooling — technology brief 203,"Brief describing solid-state cooling. Includes a candidate method, enabling reagent or device, and potential platform architecture with early validation and indicative economics.",solid-state cooling,2020-05-10
seed_c0a1a9409a,Robotic Prosthetics — technology brief 204,"Brief describing robotic prosthetics. Includes a candidate method, enabling reagent or device, and potential platform architecture with early validation and indicative economics.",robotic prosthetics,2020-02-22
seed_6c2a4cf2b0,Bioreactor Control — technology brief 205,"Brief describing bioreactor control. Includes a candidate method, enabling reagent or device, and potential platform architecture with early validation and indicative economics.",bioreactor control,2022-03-23
seed_96894fe126,Microfluidics — technology brief 206,"Brief describing microfluidics. Includes a candidate method, enabling reagent or device, and potential platform architecture with early validation and indicative economics.",microfluidics,2020-11-05
seed_43cf1a462e,Solid-State Cooling — technology brief 207,"Brief describing solid-state cooling. Includes a candidate method, enabling reagent or device, and potential platform architecture with early validation and indicative economics.",solid-state cooling,2019-12-10
seed_1222fd79e2,Lab-On-A-Chip — technology brief 208,"Brief describing lab-on-a-chip. Includes a candidate method, enabling reagent or device, and potential platform architecture with early validation and indicative economics.",lab-on-a-chip,2020-04-17
seed_c4e290a4af,Biosensors — technology brief 209,"Brief describing biosensors. Includes a candidate method, enabling reagent or device, and potential platform architecture with early validation and indicative economics.",biosensors,2025-01-28
seed_d7676cac21,Lab-On-A-Chip — technology brief 210,"Brief describing lab-on-a-chip. Includes a candidate method, enabling reagent or device, and potential platform architecture with early validation and indicative economics.",lab-on-a-chip,2024-05-14
seed_c8a920f2f8,Biosensors — technology brief 211,"Brief describing biosensors. Includes a candidate method, enabling reagent or device, and potential platform architecture with early validation and indicative economics.",biosensors,2023-05-12
seed_9d41394069,Bioprinting — technology brief 212,"Brief describing bioprinting. Includes a candidate method, enabling reagent or device, and potential platform architecture with early validation and indicative economics.",bioprinting,2025-10-10
seed_edccf323ee,Gene Editing (Crispr) — technology brief 213,"Brief describing gene editing (CRISPR). Includes a candidate method, enabling reagent or device, and potential platform architecture with early validation and indicative economics.",gene editing (CRISPR),2024-11-30
seed_7b36177c43,Battery Chemistry — technology brief 214,"Brief describing battery chemistry. Includes a candidate method, enabling reagent or device, and potential platform architecture with early validation and indicative economics.",battery chemistry,2018-04-25
seed_833de9f970,Ai-Driven Medicinal Chemistry — technology brief 215,"Brief describing AI-driven medicinal chemistry. Includes a candidate method, enabling reagent or device, and potential platform architecture with early validation and indicative economics.",AI-driven medicinal chemistry,2020-05-26
seed_a4331d1f99,Protein Engineering — technology brief 216,"Brief describing protein engineering. Includes a candidate method, enabling reagent or device, and potential platform architecture with early validation and indicative economics.",protein engineering,2018-04-04
seed_d53a3553b3,Diagnostic Imaging — technology brief 217,"Brief describing diagnostic imaging. Includes a candidate method, enabling reagent or device, and potential platform architecture with early validation and indicative economics.",diagnostic imaging,2020-02-24
seed_c639dc931c,Solid-State Cooling — technology brief 218,"Brief describing solid-state cooling. Includes a candidate method, enabling reagent or device, and potential platform architecture with early validation and indicative economics.",solid-state cooling,2024-11-04
seed_912fe495c0,Photovoltaic Perovskites — technology brief 219,"Brief describing photovoltaic perovskites. Includes a candidate method, enabling reagent or device, and potential platform architecture with early validation and indicative economics.",photovoltaic perovskites,2020-10-30
seed_67330d7563,Diagnostic Imaging — technology brief 220,"Brief describing diagnostic imaging. Includes a candidate method, enabling reagent or device, and potential platform architecture with early validation and indicative economics.",diagnostic imaging,2024-02-29
seed_5bcbb8baec,Car-T Manufacturing — technology brief 221,"Brief describing CAR-T manufacturing. Includes a candidate method, enabling reagent or device, and potential platform architecture with early validation and indicative economics.",CAR-T manufacturing,2022-02-17
seed_44051e8623,Bioprinting — technology brief 222,"Brief describing bioprinting. Includes a candidate method, enabling reagent or device, and potential platform architecture with early validation and indicative economics.",bioprinting,2021-11-12
seed_cce6c54739,Single-Cell Multiomics — technology brief 223,"Brief describing single-cell multiomics. Includes a candidate method, enabling reagent or device, and potential platform architecture with early validation and indicative economics.",single-cell multiomics,2018-09-19
seed_e0977c3b2e,Single-Cell Multiomics — technology brief 224,"Brief describing single-cell multiomics. Includes a candidate method, enabling reagent or device, and potential platform architecture with early validation and indicative economics.",single-cell multiomics,2023-05-29
seed_23ae76bd68,Ultrafast Li-Ion Charging — technology brief 225,"Brief describing ultrafast Li-ion charging. Includes a candidate method, enabling reagent or device, and potential platform architecture with early validation and indicative economics.",ultrafast Li-ion charging,2022-09-19
seed_5d68f44fe1,Diagnostic Imaging — technology brief 226,"Brief describing diagnostic imaging. Includes a candidate method, enabling reagent or device, and potential platform architecture with early validation and indicative economics.",diagnostic imaging,2023-05-28
seed_9ace69f790,Single-Cell Multiomics — technology brief 227,"Brief describing single-cell multiomics. Includes a candidate method, enabling reagent or device, and potential platform architecture with early validation and indicative economics.",single-cell multiomics,2022-06-22
seed_88e5a55264,Robotic Prosthetics — technology brief 228,"Brief describing robotic prosthetics. Includes a candidate method, enabling reagent or device, and potential platform architecture with early validation and indicative economics.",robotic prosthetics,2019-06-25
seed_c6f3531d2b,Lab-On-A-Chip — technology brief 229,"Brief describing lab-on-a-chip. Includes a candidate method, enabling reagent or device, and potential platform architecture with early validation and indicative economics.",lab-on-a-chip,2019-10-18
seed_2633121984,Robotic Prosthetics — technology brief 230,"Brief describing robotic prosthetics. Includes a candidate method, enabling reagent or device, and potential platform architecture with early validation and indicative economics.",robotic prosthetics,2023-06-01
seed_1d1b0cb758,Mrna Therapeutics — technology brief 231,"Brief describing mRNA therapeutics. Includes a candidate method, enabling reagent or device, and potential platform architecture with early validation and indicative economics.",mRNA therapeutics,2022-02-14
seed_700803e26c,Diagnostic Imaging — technology brief 232,"Brief describing diagnostic imaging. Includes a candidate method, enabling reagent or device, and potential platform architecture with early validation and indicative economics.",diagnostic imaging,2025-03-30
seed_35cfa50842,Wearable Health Sensors — technology brief 233,"Brief describing wearable health sensors. Includes a candidate method, enabling reagent or device, and potential platform architecture with early validation and indicative economics.",wearable health sensors,2019-02-26
seed_84dbbd8695,Gene Editing (Crispr) — technology brief 234,"Brief describing gene editing (CRISPR). Includes a candidate method, enabling reagent or device, and potential platform architecture with early validation and indicative economics.",gene editing (CRISPR),2021-02-18
seed_7ef3ba0eea,Photovoltaic Perovskites — technology brief 235,"Brief describing photovoltaic perovskites. Includes a candidate method, enabling reagent or device, and potential platform architecture with early validation and indicative economics.",photovoltaic perovskites,2022-11-24
seed_accecc7a01,Nanopore Sequencing — technology brief 236,"Brief describing nanopore sequencing. Includes a candidate method, enabling reagent or device, and potential platform architecture with early validation and indicative economics.",nanopore sequencing,2023-03-19
seed_5e0677ab3c,Single-Cell Multiomics — technology brief 237,"Brief describing single-cell multiomics. Includes a candidate method, enabling reagent or device, and potential platform architecture with early validation and indicative economics.",single-cell multiomics,2022-11-07
seed_f671f7f599,Lab-On-A-Chip — technology brief 238,"Brief describing lab-on-a-chip. Includes a candidate method, enabling reagent or device, and potential platform architecture with early validation and indicative economics.",lab-on-a-chip,2021-12-12
seed_9ceeb9686e,Ultrafast Li-Ion Charging — technology brief 239,"Brief describing ultrafast Li-ion charging. Includes a candidate method, enabling reagent or device, and potential platform architecture with early validation and indicative economics.",ultrafast Li-ion charging,2019-09-05
seed_2b309ede57,Gene Editing (Crispr) — technology brief 240,"Brief describing gene editing (CRISPR). Includes a candidate method, enabling reagent or device, and potential platform architecture with early validation and indicative economics.",gene editing (CRISPR),2022-05-20
seed_a911357fe6,Biosensors — technology brief 241,"Brief describing biosensors. Includes a candidate method, enabling reagent or device, and potential platform architecture with early validation and indicative economics.",biosensors,2022-03-05
seed_06e2979fc9,Gene Editing (Crispr) — technology brief 242,"Brief describing gene editing (CRISPR). Includes a candidate method, enabling reagent or device, and potential platform architecture with early validation and indicative economics.",gene editing (CRISPR),2021-09-08
seed_2392199a05,Wearable Health Sensors — technology brief 243,"Brief describing wearable health sensors. Includes a candidate method, enabling reagent or device, and potential platform architecture with early validation and indicative economics.",wearable health sensors,2018-04-25
seed_a3843a2df1,Biosensors — technology brief 244,"Brief describing biosensors. Includes a candidate method, enabling reagent or device, and potential platform architecture with early validation and indicative economics.",biosensors,2018-07-20
seed_227321320a,Battery Chemistry — technology brief 245,"Brief describing battery chemistry. Includes a candidate method, enabling reagent or device, and potential platform architecture with early validation and indicative economics.",battery chemistry,2020-08-25
seed_839a27ec99,Car-T Manufacturing — technology brief 246,"Brief describing CAR-T manufacturing. Includes a candidate method, enabling reagent or device, and potential platform architecture with early validation and indicative economics.",CAR-T manufacturing,2021-10-17
seed_1bd47f728b,Robotic Prosthetics — technology brief 247,"Brief describing robotic prosthetics. Includes a candidate method, enabling reagent or device, and potential platform architecture with early validation and indicative economics.",robotic prosthetics,2025-05-19
seed_6447746e5a,Lab-On-A-Chip — technology brief 248,"Brief describing lab-on-a-chip. Includes a candidate method, enabling reagent or device, and potential platform architecture with early validation and indicative economics.",lab-on-a-chip,2023-10-02
seed_482f201326,Protein Engineering — technology brief 249,"Brief describing protein engineering. Includes a candidate method, enabling reagent or device, and potential platform architecture with early validation and indicative economics.",protein engineering,2021-03-24
seed_54a2c9066c,Protein Engineering — technology brief 250,"Brief describing protein engineering. Includes a candidate method, enabling reagent or device, and potential platform architecture with early validation and indicative economics.",protein engineering,2021-03-22
seed_1e82956916,Ai-Driven Medicinal Chemistry — technology brief 251,"Brief describing AI-driven medicinal chemistry. Includes a candidate method, enabling reagent or device, and potential platform architecture with early validation and indicative economics.",AI-driven medicinal chemistry,2021-04-17
seed_d97e1bb3d9,Graphene Membranes — technology brief 252,"Brief describing graphene membranes. Includes a candidate method, enabling reagent or device, and potential platform architecture with early validation and indicative economics.",graphene membranes,2021-08-19
seed_05b3aa1df6,Microfluidics — technology brief 253,"Brief describing microfluidics. Includes a candidate method, enabling reagent or device, and potential platform architecture with early validation and indicative economics.",microfluidics,2021-03-04
seed_3f9a1c1bff,Graphene Membranes — technology brief 254,"Brief describing graphene membranes. Includes a candidate method, enabling reagent or device, and potential platform architecture with early validation and indicative economics.",graphene membranes,2025-11-06
seed_621a31fa1a,Robotic Prosthetics — technology brief 255,"Brief describing robotic prosthetics. Includes a candidate method, enabling reagent or device, and potential platform architecture with early validation and indicative economics.",robotic prosthetics,2022-08-21
seed_46d62aface,Single-Cell Multiomics — technology brief 256,"Brief describing single-cell multiomics. Includes a candidate method, enabling reagent or device, and potential platform architecture with early validation and indicative economics.",single-cell multiomics,2020-02-13
seed_665e00abdc,Ultrafast Li-Ion Charging — technology brief 257,"Brief describing ultrafast Li-ion charging. Includes a candidate method, enabling reagent or device, and potential platform architecture with early validation and indicative economics.",ultrafast Li-ion charging,2025-05-14
seed_b159a0b384,Graphene Membranes — technology brief 258,"Brief describing graphene membranes. Includes a candidate method, enabling reagent or device, and potential platform architecture with early validation and indicative economics.",graphene membranes,2022-01-17
seed_565ae30add,Nanopore Sequencing — technology brief 259,"Brief describing nanopore sequencing. Includes a candidate method, enabling reagent or device, and potential platform architecture with early validation and indicative economics.",nanopore sequencing,2020-02-11
seed_5b5d47cf01,Ai-Driven Medicinal Chemistry — technology brief 260,"Brief describing AI-driven medicinal chemistry. Includes a candidate method, enabling reagent or device, and potential platform architecture with early validation and indicative economics.",AI-driven medicinal chemistry,2021-05-18
seed_adfbbac10e,Graphene Membranes — technology brief 261,"Brief describing graphene membranes. Includes a candidate method, enabling reagent or device, and potential platform architecture with early validation and indicative economics.",graphene membranes,2023-04-05
seed_6e8081f009,Nanopore Sequencing — technology brief 262,"Brief describing nanopore sequencing. Includes a candidate method, enabling reagent or device, and potential platform architecture with early validation and indicative economics.",nanopore sequencing,2023-06-28
seed_52368c5d33,Gene Editing (Crispr) — technology brief 263,"Brief describing gene editing (CRISPR). Includes a candidate method, enabling reagent or device, and potential platform architecture with early validation and indicative economics.",gene editing (CRISPR),2023-08-06
seed_489aeda7a2,Lab-On-A-Chip — technology brief 264,"Brief describing lab-on-a-chip. Includes a candidate method, enabling reagent or device, and potential platform architecture with early validation and indicative economics.",lab-on-a-chip,2019-04-26
seed_28611ebd25,Nanopore Sequencing — technology brief 265,"Brief describing nanopore sequencing. Includes a candidate method, enabling reagent or device, and potential platform architecture with early validation and indicative economics.",nanopore sequencing,2021-05-09
seed_91ff08db69,Bioprinting — technology brief 266,"Brief describing bioprinting. Includes a candidate method, enabling reagent or device, and potential platform architecture with early validation and indicative economics.",bioprinting,2024-08-07
seed_032dfc1fe8,Graphene Membranes — technology brief 267,"Brief describing graphene membranes. Includes a candidate method, enabling reagent or device, and potential platform architecture with early validation and indicative economics.",graphene membranes,2022-05-11
seed_e14e91bd56,Gene Editing (Crispr) — technology brief 268,"Brief describing gene editing (CRISPR). Includes a candidate method, enabling reagent or device, and potential platform architecture with early validation and indicative economics.",gene editing (CRISPR),2020-07-26
seed_1317d4ecfe,Gene Editing (Crispr) — technology brief 269,"Brief describing gene editing (CRISPR). Includes a candidate method, enabling reagent or device, and potential platform architecture with early validation and indicative economics.",gene editing (CRISPR),2019-05-30
seed_daf84bfae5,Wearable Health Sensors — technology brief 270,"Brief describing wearable health sensors. Includes a candidate method, enabling reagent or device, and potential platform architecture with early validation and indicative economics.",wearable health sensors,2020-06-11
seed_d28617434f,Ultrafast Li-Ion Charging — technology brief 271,"Brief describing ultrafast Li-ion charging. Includes a candidate method, enabling reagent or device, and potential platform architecture with early validation and indicative economics.",ultrafast Li-ion charging,2025-02-22
seed_b3c62ac201,Graphene Membranes — technology brief 272,"Brief describing graphene membranes. Includes a candidate method, enabling reagent or device, and potential platform architecture with early validation and indicative economics.",graphene membranes,2020-06-04
seed_e752e1f744,Car-T Manufacturing — technology brief 273,"Brief describing CAR-T manufacturing. Includes a candidate method, enabling reagent or device, and potential platform architecture with early validation and indicative economics.",CAR-T manufacturing,2024-04-11
seed_37ffa4dde1,Solid-State Cooling — technology brief 274,"Brief describing solid-state cooling. Includes a candidate method, enabling reagent or device, and potential platform architecture with early validation and indicative economics.",solid-state cooling,2022-10-20
seed_fc20b0976e,Ultrafast Li-Ion Charging — technology brief 275,"Brief describing ultrafast Li-ion charging. Includes a candidate method, enabling reagent or device, and potential platform architecture with early validation and indicative economics.",ultrafast Li-ion charging,2025-10-17
seed_d1e5cbdd36,Diagnostic Imaging — technology brief 276,"Brief describing diagnostic imaging. Includes a candidate method, enabling reagent or device, and potential platform architecture with early validation and indicative economics.",diagnostic imaging,2022-06-28
seed_81aba6f315,Nanopore Sequencing — technology brief 277,"Brief describing nanopore sequencing. Includes a candidate method, enabling reagent or device, and potential platform architecture with early validation and indicative economics.",nanopore sequencing,2022-11-09
seed_d1b5b0e75a,Photovoltaic Perovskites — technology brief 278,"Brief describing photovoltaic perovskites. Includes a candidate method, enabling reagent or device, and potential platform architecture with early validation and indicative economics.",photovoltaic perovskites,2022-09-30
seed_51f4010645,Protein Engineering — technology brief 279,"Brief describing protein engineering. Includes a candidate method, enabling reagent or device, and potential platform architecture with early validation and indicative economics.",protein engineering,2025-06-20
seed_3cb3d8227a,Bioprinting — technology brief 280,"Brief describing bioprinting. Includes a candidate method, enabling reagent or device, and potential platform architecture with early validation and indicative economics.",bioprinting,2021-06-23
seed_48ffc5c04a,Biosensors — technology brief 281,"Brief describing biosensors. Includes a candidate method, enabling reagent or device, and potential platform architecture with early validation and indicative economics.",biosensors,2021-12-20
seed_e3f38bdf99,Photovoltaic Perovskites — technology brief 282,"Brief describing photovoltaic perovskites. Includes a candidate method, enabling reagent or device, and potential platform architecture with early validation and indicative economics.",photovoltaic perovskites,2021-09-16
seed_4438d16212,Microfluidics — technology brief 283,"Brief describing microfluidics. Includes a candidate method, enabling reagent or device, and potential platform architecture with early validation and indicative economics.",microfluidics,2025-01-27
seed_8f08a07de3,Microfluidics — technology brief 284,"Brief describing microfluidics. Includes a candidate method, enabling reagent or device, and potential platform architecture with early validation and indicative economics.",microfluidics,2021-10-18
seed_be905a30e1,Robotic Prosthetics — technology brief 285,"Brief describing robotic prosthetics. Includes a candidate method, enabling reagent or device, and potential platform architecture with early validation and indicative economics.",robotic prosthetics,2019-05-04
seed_cd80e9f20a,Protein Engineering — technology brief 286,"Brief describing protein engineering. Includes a candidate method, enabling reagent or device, and potential platform architecture with early validation and indicative economics.",protein engineering,2020-11-10
seed_c2f2d8459e,Wearable Health Sensors — technology brief 287,"Brief describing wearable health sensors. Includes a candidate method, enabling reagent or device, and potential platform architecture with early validation and indicative economics.",wearable health sensors,2025-04-12
seed_1c50c4855e,Biosensors — technology brief 288,"Brief describing biosensors. Includes a candidate method, enabling reagent or device, and potential platform architecture with early validation and indicative economics.",biosensors,2025-10-19
seed_f8fac06bb5,Single-Cell Multiomics — technology brief 289,"Brief describing single-cell multiomics. Includes a candidate method, enabling reagent or device, and potential platform architecture with early validation and indicative economics.",single-cell multiomics,2022-11-09
seed_9f3f815ae5,Graphene Membranes — technology brief 290,"Brief describing graphene membranes. Includes a candidate method, enabling reagent or device, and potential platform architecture with early validation and indicative economics.",graphene membranes,2024-12-17
seed_542db14185,Protein Engineering — technology brief 291,"Brief describing protein engineering. Includes a candidate method, enabling reagent or device, and potential platform architecture with early validation and indicative economics.",protein engineering,2022-02-03
seed_59785cacf4,Gene Editing (Crispr) — technology brief 292,"Brief describing gene editing (CRISPR). Includes a candidate method, enabling reagent or device, and potential platform architecture with early validation and indicative economics.",gene editing (CRISPR),2018-12-01
seed_8832500165,Photovoltaic Perovskites — technology brief 293,"Brief describing photovoltaic perovskites. Includes a candidate method, enabling reagent or device, and potential platform architecture with early validation and indicative economics.",photovoltaic perovskites,2018-01-29
seed_0588a42ca8,Mrna Therapeutics — technology brief 294,"Brief describing mRNA therapeutics. Includes a candidate method, enabling reagent or device, and potential platform architecture with early validation and indicative economics.",mRNA therapeutics,2022-06-10
seed_594a4fec96,Diagnostic Imaging — technology brief 295,"Brief describing diagnostic imaging. Includes a candidate method, enabling reagent or device, and potential platform architecture with early validation and indicative economics.",diagnostic imaging,2022-09-03
seed_47db45b432,Nanopore Sequencing — technology brief 296,"Brief describing nanopore sequencing. Includes a candidate method, enabling reagent or device, and potential platform architecture with early validation and indicative economics.",nanopore sequencing,2025-03-27
seed_6eafa5a83d,Bioprinting — technology brief 297,"Brief describing bioprinting. Includes a candidate method, enabling reagent or device, and potential platform architecture with early validation and indicative economics.",bioprinting,2025-09-28
seed_b351b09d5e,Ai-Driven Medicinal Chemistry — technology brief 298,"Brief describing AI-driven medicinal chemistry. Includes a candidate method, enabling reagent or device, and potential platform architecture with early validation and indicative economics.",AI-driven medicinal chemistry,2018-05-23
seed_b316079f3a,Biosensors — technology brief 299,"Brief describing biosensors. Includes a candidate method, enabling reagent or device, and potential platform architecture with early validation and indicative economics.",biosensors,2022-03-04
seed_1f8ddea556,Robotic Prosthetics — technology brief 300,"Brief describing robotic prosthetics. Includes a candidate method, enabling reagent or device, and potential platform architecture with early validation and indicative economics.",robotic prosthetics,2020-09-15
seed_49072c5620,Ai-Driven Medicinal Chemistry — technology brief 301,"Brief describing AI-driven medicinal chemistry. Includes a candidate method, enabling reagent or device, and potential platform architecture with early validation and indicative economics.",AI-driven medicinal chemistry,2020-11-21
seed_1ae65786dd,Mrna Therapeutics — technology brief 302,"Brief describing mRNA therapeutics. Includes a candidate method, enabling reagent or device, and potential platform architecture with early validation and indicative economics.",mRNA therapeutics,2019-09-20
seed_179ac5057d,Single-Cell Multiomics — technology brief 303,"Brief describing single-cell multiomics. Includes a candidate method, enabling reagent or device, and potential platform architecture with early validation and indicative economics.",single-cell multiomics,2023-03-04
seed_28b05ab678,Photovoltaic Perovskites — technology brief 304,"Brief describing photovoltaic perovskites. Includes a candidate method, enabling reagent or device, and potential platform architecture with early validation and indicative economics.",photovoltaic perovskites,2019-01-13
seed_a96acb1299,Bioreactor Control — technology brief 305,"Brief describing bioreactor control. Includes a candidate method, enabling reagent or device, and potential platform architecture with early validation and indicative economics.",bioreactor control,2023-11-23
seed_95c2ab0c0b,Robotic Prosthetics — technology brief 306,"Brief describing robotic prosthetics. Includes a candidate method, enabling reagent or device, and potential platform architecture with early validation and indicative economics.",robotic prosthetics,2022-05-19
seed_5bdf5b9105,Bioreactor Control — technology brief 307,"Brief describing bioreactor control. Includes a candidate method, enabling reagent or device, and potential platform architecture with early validation and indicative economics.",bioreactor control,2025-09-18
seed_963e947099,Robotic Prosthetics — technology brief 308,"Brief describing robotic prosthetics. Includes a candidate method, enabling reagent or device, and potential platform architecture with early validation and indicative economics.",robotic prosthetics,2018-12-24
seed_6ac76a40fb,Protein Engineering — technology brief 309,"Brief describing protein engineering. Includes a candidate method, enabling reagent or device, and potential platform architecture with early validation and indicative economics.",protein engineering,2022-10-05
seed_ec1dd83b91,Nanopore Sequencing — technology brief 310,"Brief describing nanopore sequencing. Includes a candidate method, enabling reagent or device, and potential platform architecture with early validation and indicative economics.",nanopore sequencing,2025-02-15
seed_c84b4a8934,Single-Cell Multiomics — technology brief 311,"Brief describing single-cell multiomics. Includes a candidate method, enabling reagent or device, and potential platform architecture with early validation and indicative economics.",single-cell multiomics,2019-10-13
seed_0da4e54731,Gene Editing (Crispr) — technology brief 312,"Brief describing gene editing (CRISPR). Includes a candidate method, enabling reagent or device, and potential platform architecture with early validation and indicative economics.",gene editing (CRISPR),2018-10-24
seed_0189a3a93f,Graphene Membranes — technology brief 313,"Brief describing graphene membranes. Includes a candidate method, enabling reagent or device, and potential platform architecture with early validation and indicative economics.",graphene membranes,2023-08-20
seed_c5a0686e56,Nanopore Sequencing — technology brief 314,"Brief describing nanopore sequencing. Includes a candidate method, enabling reagent or device, and potential platform architecture with early validation and indicative economics.",nanopore sequencing,2023-04-23
