disclosure_id,title,summary,inventors,date
disc_a15c9ba391,Invention disclosure — wearable health sensors,Describes novel assay for drug discovery.,"[""Inventor 196"", ""Inventor 281""]",2021-10-12
disc_dc72897c5f,Invention disclosure — single-cell multiomics,Describes device prototype for biofabrication.,"[""Inventor 230"", ""Inventor 166""]",2023-05-16
disc_e16e6bccbf,Invention disclosure — ultrafast Li-ion charging,Describes device prototype for biofabrication.,"[""Inventor 360""]",2023-12-12
disc_0cdd57a596,Invention disclosure — battery chemistry,Describes device prototype for diagnostics.,"[""Inventor 498""]",2024-05-03
disc_6d50e306bc,Invention disclosure — biosensors,Describes novel assay for manufacturing.,"[""Inventor 186"", ""Inventor 29"", ""Inventor 381""]",2024-06-29
disc_2845a3e1f0,Invention disclosure — mRNA therapeutics,Describes device prototype for manufacturing.,"[""Inventor 515"", ""Inventor 289"", ""Inventor 386""]",2019-11-05
disc_03614e220a,Invention disclosure — mRNA therapeutics,Describes device prototype for diagnostics.,"[""Inventor 240"", ""Inventor 580"", ""Inventor 219""]",2020-02-12
disc_afa442e91a,Invention disclosure — photovoltaic perovskites,Describes software pipeline for diagnostics.,"[""Inventor 1"", ""Inventor 72"", ""Inventor 129""]",2025-01-09
disc_0f34838d1c,Invention disclosure — single-cell multiomics,Describes software pipeline for drug discovery.,"[""Inventor 370"", ""Inventor 368""]",2022-08-10
disc_a41c7f90ce,Invention disclosure — bioreactor control,Describes software pipeline for diagnostics.,"[""Inventor 160"", ""Inventor 414""]",2019-07-20
disc_58cb8ce91f,Invention disclosure — biosensors,Describes device prototype for biofabrication.,"[""Inventor 306"", ""Inventor 326"", ""Inventor 114""]",2021-12-04
disc_0012de075b,Invention disclosure — mRNA therapeutics,Describes novel assay for biofabrication.,"[""Inventor 121"", ""Inventor 452""]",2021-09-20
disc_650e587f47,Invention disclosure — bioreactor control,Describes novel assay for manufacturing.,"[""Inventor 407"", ""Inventor 179"", ""Inventor 465""]",2019-04-06
disc_98e218a402,Invention disclosure — AI-driven medicinal chemistry,Describes software pipeline for diagnostics.,"[""Inventor 153"", ""Inventor 419"", ""Inventor 594""]",2022-06-15
disc_be88a85135,Invention disclosure — bioreactor control,Describes software pipeline for manufacturing.,"[""Inventor 16""]",2025-06-26
disc_1819d61994,Invention disclosure — diagnostic imaging,Describes novel assay for manufacturing.,"[""Inventor 53"", ""Inventor 73"", ""Inventor 295""]",2020-02-11
disc_98f59cdd38,Invention disclosure — solid-state cooling,Describes software pipeline for drug discovery.,"[""Inventor 365""]",2019-05-03
disc_9ce48bc1df,Invention disclosure — robotic prosthetics,Describes software pipeline for biofabrication.,"[""Inventor 68""]",2022-09-28
disc_4d13798b35,Invention disclosure — biosensors,Describes novel assay for biofabrication.,"[""Inventor 304"", ""Inventor 52"", ""Inventor 348""]",2025-10-22
disc_e2bcb2ad73,Invention disclosure — solid-state cooling,Describes device prototype for diagnostics.,"[""Inventor 395"", ""Inventor 371"", ""Inventor 335""]",2021-02-09
disc_be61b2e507,Invention disclosure — AI-driven medicinal chemistry,Describes novel assay for drug discovery.,"[""Inventor 119""]",2025-02-22
disc_6a50dc8480,Invention disclosure — CAR-T manufacturing,Describes device prototype for manufacturing.,"[""Inventor 565""]",2021-08-17
disc_3050d8206d,Invention disclosure — solid-state cooling,Describes device prototype for drug discovery.,"[""Inventor 521"", ""Inventor 127"", ""Inventor 404""]",2022-08-02
disc_c86e267ae7,Invention disclosure — biosensors,Describes novel assay for manufacturing.,"[""Inventor 479""]",2023-01-06
disc_fd0ae01e1f,Invention disclosure — gene editing (CRISPR),Describes novel assay for drug discovery.,"[""Inventor 410"", ""Inventor 552""]",2025-07-15
disc_b2db8372b2,Invention disclosure — microfluidics,Describes novel assay for drug discovery.,"[""Inventor 494"", ""Inventor 509"", ""Inventor 180""]",2025-11-27
disc_a27f5dcbcb,Invention disclosure — solid-state cooling,Describes software pipeline for drug discovery.,"[""Inventor 303""]",2022-03-11
disc_0c194c6b54,Invention disclosure — wearable health sensors,Describes software pipeline for drug discovery.,"[""Inventor 169"", ""Inventor 213"", ""Inventor 27""]",2020-11-16
disc_889da729a8,Invention disclosure — battery chemistry,Describes software pipeline for biofabrication.,"[""Inventor 3"", ""Inventor 357""]",2023-08-06
disc_4688884eba,Invention disclosure — nanopore sequencing,Describes software pipeline for manufacturing.,"[""Inventor 300""]",2024-02-03
disc_8167d31030,Invention disclosure — protein engineering,Describes software pipeline for drug discovery.,"[""Inventor 120"", ""Inventor 506"", ""Inventor 385""]",2025-08-31
disc_bf9a010e3b,Invention disclosure — single-cell multiomics,Describes device prototype for manufacturing.,"[""Inventor 423"", ""Inventor 550""]",2019-05-07
disc_c8ec571159,Invention disclosure — wearable health sensors,Describes novel assay for manufacturing.,"[""Inventor 257"", ""Inventor 339"", ""Inventor 8""]",2019-08-17
disc_7262f213f1,Invention disclosure — ultrafast Li-ion charging,Describes novel assay for biofabrication.,"[""Inventor 217"", ""Inventor 191"", ""Inventor 55""]",2025-02-21
disc_116c8f34d6,Invention disclosure — lab-on-a-chip,Describes software pipeline for biofabrication.,"[""Inventor 431"", ""Inventor 247"", ""Inventor 424""]",2023-11-26
disc_b965e9e714,Invention disclosure — CAR-T manufacturing,Describes novel assay for biofabrication.,"[""Inventor 64"", ""Inventor 120"", ""Inventor 43""]",2024-06-08
disc_7980c60315,Invention disclosure — microfluidics,Describes novel assay for diagnostics.,"[""Inventor 197""]",2022-03-20
disc_fc4fce3918,Invention disclosure — ultrafast Li-ion charging,Describes device prototype for diagnostics.,"[""Inventor 195"", ""Inventor 569""]",2021-04-12
disc_16032ef946,Invention disclosure — bioprinting,Describes novel assay for diagnostics.,"[""Inventor 158"", ""Inventor 380"", ""Inventor 167""]",2021-10-03
disc_6551ef5c77,Invention disclosure — microfluidics,Describes software pipeline for drug discovery.,"[""Inventor 438""]",2021-08-12
disc_616bbf6aac,Invention disclosure — bioprinting,Describes device prototype for diagnostics.,"[""Inventor 422"", ""Inventor 86"", ""Inventor 491""]",2020-11-24
disc_b3c4bb7608,Invention disclosure — ultrafast Li-ion charging,Describes device prototype for manufacturing.,"[""Inventor 24""]",2023-10-08
disc_270626bdc7,Invention disclosure — nanopore sequencing,Describes device prototype for drug discovery.,"[""Inventor 445""]",2024-01-11
disc_259a6a7faa,Invention disclosure — wearable health sensors,Describes device prototype for drug discovery.,"[""Inventor 197"", ""Inventor 261"", ""Inventor 64""]",2025-06-14
disc_09345daff1,Invention disclosure — photovoltaic perovskites,Describes device prototype for manufacturing.,"[""Inventor 214"", ""Inventor 404"", ""Inventor 54""]",2019-08-03
disc_17da8af863,Invention disclosure — bioreactor control,Describes novel assay for drug discovery.,"[""Inventor 557"", ""Inventor 334""]",2020-02-09
disc_502efe7ccb,Invention disclosure — bioprinting,Describes novel assay for drug discovery.,"[""Inventor 530""]",2020-07-05
disc_628b20cca4,Invention disclosure — battery chemistry,Describes novel assay for diagnostics.,"[""Inventor 399""]",2020-06-16
disc_e439b7345a,Invention disclosure — graphene membranes,Describes device prototype for manufacturing.,"[""Inventor 265""]",2021-09-27
disc_4fbe9ae490,Invention disclosure — bioprinting,Describes device prototype for drug discovery.,"[""Inventor 535"", ""Inventor 307"", ""Inventor 52""]",2021-05-25
disc_cf1422f383,Invention disclosure — protein engineering,Describes device prototype for biofabrication.,"[""Inventor 319"", ""Inventor 14""]",2019-06-09
disc_a58c4c9ce8,Invention disclosure — biosensors,Describes novel assay for drug discovery.,"[""Inventor 508"", ""Inventor 434""]",2020-12-14
disc_0f57a3da18,Invention disclosure — biosensors,Describes novel assay for manufacturing.,"[""Inventor 94"", ""Inventor 47"", ""Inventor 139""]",2024-01-27
disc_7fa8e5bb79,Invention disclosure — microfluidics,Describes software pipeline for biofabrication.,"[""Inventor 417""]",2024-09-22
disc_e04142d2e8,Invention disclosure — protein engineering,Describes device prototype for biofabrication.,"[""Inventor 234"", ""Inventor 303"", ""Inventor 50""]",2024-04-05
disc_5f9228a50f,Invention disclosure — bioreactor control,Describes software pipeline for biofabrication.,"[""Inventor 72""]",2023-07-14
disc_eec826c377,Invention disclosure — battery chemistry,Describes software pipeline for diagnostics.,"[""Inventor 153"", ""Inventor 184""]",2025-02-24
disc_5c122f3480,Invention disclosure — gene editing (CRISPR),Describes novel assay for manufacturing.,"[""Inventor 583""]",2023-02-11
disc_06bb69170f,Invention disclosure — photovoltaic perovskites,Describes device prototype for drug discovery.,"[""Inventor 32"", ""Inventor 38""]",2024-01-31
disc_d7098d32d6,Invention disclosure — battery chemistry,Describes software pipeline for diagnostics.,"[""Inventor 83"", ""Inventor 233"", ""Inventor 62""]",2023-07-30
disc_e5ec4c3f68,Invention disclosure — photovoltaic perovskites,Describes device prototype for manufacturing.,"[""Inventor 597""]",2023-08-16
disc_baada67b63,Invention disclosure — wearable health sensors,Describes device prototype for manufacturing.,"[""Inventor 181"", ""Inventor 537"", ""Inventor 107""]",2023-12-16
disc_a7c9799c7c,Invention disclosure — gene editing (CRISPR),Describes software pipeline for diagnostics.,"[""Inventor 153"", ""Inventor 47""]",2025-08-18
disc_326fcae200,Invention disclosure — bioreactor control,Describes device prototype for manufacturing.,"[""Inventor 481"", ""Inventor 166""]",2019-07-25
disc_11569f95f2,Invention disclosure — bioreactor control,Describes device prototype for biofabrication.,"[""Inventor 244"", ""Inventor 530""]",2023-04-15
disc_0fbeea65e9,Invention disclosure — nanopore sequencing,Describes software pipeline for biofabrication.,"[""Inventor 74"", ""Inventor 220"", ""Inventor 490""]",2024-03-10
disc_b7a8aaa86c,Invention disclosure — AI-driven medicinal chemistry,Describes software pipeline for diagnostics.,"[""Inventor 372"", ""Inventor 435""]",2022-07-27
disc_1bb95b2dd0,Invention disclosure — bioreactor control,Describes software pipeline for manufacturing.,"[""Inventor 37""]",2024-02-02
disc_8039d00e0e,Invention disclosure — mRNA therapeutics,Describes software pipeline for diagnostics.,"[""Inventor 264"", ""Inventor 558"", ""Inventor 565""]",2020-06-15
disc_c82d1a9019,Invention disclosure — lab-on-a-chip,Describes novel assay for manufacturing.,"[""Inventor 473"", ""Inventor 225""]",2022-10-16
disc_0a55f7391d,Invention disclosure — gene editing (CRISPR),Describes device prototype for manufacturing.,"[""Inventor 390"", ""Inventor 373""]",2024-02-02
disc_59e26a8a85,Invention disclosure — CAR-T manufacturing,Describes novel assay for diagnostics.,"[""Inventor 500"", ""Inventor 549"", ""Inventor 353""]",2022-11-20
disc_83be20f578,Invention disclosure — gene editing (CRISPR),Describes device prototype for drug discovery.,"[""Inventor 549""]",2020-06-16
disc_00088284d9,Invention disclosure — gene editing (CRISPR),Describes novel assay for diagnostics.,"[""Inventor 411"", ""Inventor 208""]",2023-08-30
disc_8e4252a7b5,Invention disclosure — single-cell multiomics,Describes novel assay for biofabrication.,"[""Inventor 513""]",2019-01-19
disc_117f9e6d19,Invention disclosure — photovoltaic perovskites,Describes device prototype for manufacturing.,"[""Inventor 300"", ""Inventor 105"", ""Inventor 116""]",2024-11-23
disc_50a817b15d,Invention disclosure — microfluidics,Describes device prototype for biofabrication.,"[""Inventor 337"", ""Inventor 160""]",2019-01-11
disc_21301d0d61,Invention disclosure — mRNA therapeutics,Describes novel assay for diagnostics.,"[""Inventor 310"", ""Inventor 271"", ""Inventor 14""]",2024-03-20
disc_1c55482390,Invention disclosure — single-cell multiomics,Describes novel assay for biofabrication.,"[""Inventor 41"", ""Inventor 567""]",2021-06-28
disc_b9081e1aa4,Invention disclosure — mRNA therapeutics,Describes device prototype for manufacturing.,"[""Inventor 500""]",2023-11-27
disc_64a1eb855c,Invention disclosure — CAR-T manufacturing,Describes software pipeline for biofabrication.,"[""Inventor 36""]",2023-10-05
disc_171f81e751,Invention disclosure — biosensors,Describes device prototype for biofabrication.,"[""Inventor 572"", ""Inventor 405""]",2022-05-08
disc_90c888334a,Invention disclosure — CAR-T manufacturing,Describes device prototype for manufacturing.,"[""Inventor 299"", ""Inventor 130"", ""Inventor 54""]",2025-05-01
disc_82c02fc181,Invention disclosure — protein engineering,Describes device prototype for diagnostics.,"[""Inventor 515"", ""Inventor 65"", ""Inventor 519""]",2021-05-25
disc_328031eed2,Invention disclosure — bioprinting,Describes device prototype for biofabrication.,"[""Inventor 373"", ""Inventor 88""]",2022-06-20
disc_afb866dacd,Invention disclosure — biosensors,Describes software pipeline for drug discovery.,"[""Inventor 518""]",2019-06-15
disc_0902947299,Invention disclosure — photovoltaic perovskites,Describes device prototype for drug discovery.,"[""Inventor 445""]",2025-09-20
disc_964b0d3655,Invention disclosure — single-cell multiomics,Describes device prototype for biofabrication.,"[""Inventor 497"", ""Inventor 176"", ""Inventor 534""]",2020-03-11
disc_f05d52f9bc,Invention disclosure — single-cell multiomics,Describes device prototype for diagnostics.,"[""Inventor 218"", ""Inventor 477"", ""Inventor 83""]",2022-10-01
disc_d01aa2c332,Invention disclosure — microfluidics,Describes device prototype for manufacturing.,"[""Inventor 566"", ""Inventor 123"", ""Inventor 546""]",2020-11-16
disc_591b34ba14,Invention disclosure — photovoltaic perovskites,Describes novel assay for diagnostics.,"[""Inventor 193""]",2021-06-08
disc_21b3aff975,Invention disclosure — gene editing (CRISPR),Describes novel assay for manufacturing.,"[""Inventor 219"", ""Inventor 557""]",2021-03-16
disc_ea094a9fd7,Invention disclosure — ultrafast Li-ion charging,Describes novel assay for biofabrication.,"[""Inventor 267"", ""Inventor 88""]",2020-08-02
disc_14a6c148e9,Invention disclosure — solid-state cooling,Describes novel assay for diagnostics.,"[""Inventor 219"", ""Inventor 518"", ""Inventor 125""]",2020-09-07
disc_17e49cae0d,Invention disclosure — AI-driven medicinal chemistry,Describes software pipeline for diagnostics.,"[""Inventor 555""]",2020-05-31
disc_5cb9f2896f,Invention disclosure — AI-driven medicinal chemistry,Describes novel assay for drug discovery.,"[""Inventor 553""]",2024-01-16
disc_5c795f6cdd,Invention disclosure — gene editing (CRISPR),Describes device prototype for diagnostics.,"[""Inventor 231""]",2022-03-21
disc_f5399cbe06,Invention disclosure — robotic prosthetics,Describes novel assay for biofabrication.,"[""Inventor 499"", ""Inventor 329""]",2019-12-12
disc_3753f6ea72,Invention disclosure — biosensors,Describes device prototype for manufacturing.,"[""Inventor 416"", ""Inventor 86"", ""Inventor 271""]",2025-05-03
disc_a697cdcfa1,Invention disclosure — battery chemistry,Describes software pipeline for drug discovery.,"[""Inventor 258"", ""Inventor 51""]",2020-01-16
disc_0a0d3c4970,Invention disclosure — photovoltaic perovskites,Describes novel assay for manufacturing.,"[""Inventor 236"", ""Inventor 327"", ""Inventor 253""]",2022-03-10
disc_ae2a031d61,Invention disclosure — lab-on-a-chip,Describes novel assay for biofabrication.,"[""Inventor 298"", ""Inventor 379""]",2021-05-17
disc_62e4ab1495,Invention disclosure — bioreactor control,Describes device prototype for drug discovery.,"[""Inventor 332"", ""Inventor 430"", ""Inventor 261""]",2022-12-21
disc_638fe679b9,Invention disclosure — AI-driven medicinal chemistry,Describes software pipeline for drug discovery.,"[""Inventor 328"", ""Inventor 399"", ""Inventor 383""]",2020-03-15
disc_a593132b8a,Invention disclosure — ultrafast Li-ion charging,Describes novel assay for manufacturing.,"[""Inventor 339"", ""Inventor 19"", ""Inventor 113""]",2022-02-24
disc_fe7ae7f658,Invention disclosure — mRNA therapeutics,Describes novel assay for manufacturing.,"[""Inventor 451"", ""Inventor 220""]",2019-03-21
disc_664ac68a5f,Invention disclosure — microfluidics,Describes software pipeline for diagnostics.,"[""Inventor 135"", ""Inventor 298"", ""Inventor 128""]",2021-08-24
disc_f25881c585,Invention disclosure — wearable health sensors,Describes device prototype for diagnostics.,"[""Inventor 375""]",2021-09-14
disc_86d3a3fe0d,Invention disclosure — photovoltaic perovskites,Describes device prototype for manufacturing.,"[""Inventor 228"", ""Inventor 476""]",2020-10-05
disc_469746082b,Invention disclosure — microfluidics,Describes novel assay for diagnostics.,"[""Inventor 214"", ""Inventor 356"", ""Inventor 389""]",2022-07-20
disc_2be70253ef,Invention disclosure — nanopore sequencing,Describes novel assay for diagnostics.,"[""Inventor 144""]",2019-12-29
disc_c95e31be36,Invention disclosure — photovoltaic perovskites,Describes device prototype for manufacturing.,"[""Inventor 53""]",2024-11-20
disc_cacafd7802,Invention disclosure — protein engineering,Describes software pipeline for biofabrication.,"[""Inventor 339"", ""Inventor 587""]",2021-08-20
disc_963b73c21b,Invention disclosure — diagnostic imaging,Describes software pipeline for drug discovery.,"[""Inventor 439"", ""Inventor 417"", ""Inventor 49""]",2022-05-23
disc_52d69fb5b2,Invention disclosure — diagnostic imaging,Describes device prototype for manufacturing.,"[""Inventor 181""]",2020-08-18
disc_882510af9b,Invention disclosure — AI-driven medicinal chemistry,Describes device prototype for manufacturing.,"[""Inventor 475"", ""Inventor 246""]",2025-04-10
disc_84ed05f6aa,Invention disclosure — robotic prosthetics,Describes software pipeline for manufacturing.,"[""Inventor 286"", ""Inventor 502"", ""Inventor 463""]",2024-12-03
disc_d0f5d01db8,Invention disclosure — ultrafast Li-ion charging,Describes software pipeline for diagnostics.,"[""Inventor 451"", ""Inventor 151""]",2022-12-05
disc_3dcf26f05a,Invention disclosure — graphene membranes,Describes software pipeline for drug discovery.,"[""Inventor 417"", ""Inventor 524"", ""Inventor 443""]",2023-08-27
disc_7aa3428125,Invention disclosure — microfluidics,Describes device prototype for diagnostics.,"[""Inventor 93""]",2022-06-19
disc_4612a834a1,Invention disclosure — battery chemistry,Describes device prototype for diagnostics.,"[""Inventor 422""]",2023-05-22
disc_33393c5893,Invention disclosure — bioprinting,Describes device prototype for manufacturing.,"[""Inventor 364""]",2021-02-15
disc_b34111548d,Invention disclosure — bioreactor control,Describes novel assay for biofabrication.,"[""Inventor 366"", ""Inventor 312"", ""Inventor 87""]",2021-05-20
disc_2ee92b043d,Invention disclosure — photovoltaic perovskites,Describes novel assay for diagnostics.,"[""Inventor 177""]",2025-06-18
disc_cf23a1ccd1,Invention disclosure — solid-state cooling,Describes device prototype for biofabrication.,"[""Inventor 411"", ""Inventor 372"", ""Inventor 182""]",2019-01-12
disc_ab7e17076f,Invention disclosure — wearable health sensors,Describes device prototype for diagnostics.,"[""Inventor 309"", ""Inventor 292"", ""Inventor 151""]",2021-07-13
disc_229937c8be,Invention disclosure — lab-on-a-chip,Describes software pipeline for manufacturing.,"[""Inventor 508"", ""Inventor 133"", ""Inventor 585""]",2019-03-13
disc_e4730fa8ab,Invention disclosure — bioreactor control,Describes software pipeline for manufacturing.,"[""Inventor 247"", ""Inventor 377"", ""Inventor 312""]",2020-09-19
disc_8b3ac3eb37,Invention disclosure — robotic prosthetics,Describes software pipeline for manufacturing.,"[""Inventor 292"", ""Inventor 128""]",2020-09-23
disc_e8a40f795e,Invention disclosure — mRNA therapeutics,Describes software pipeline for diagnostics.,"[""Inventor 260"", ""Inventor 499"", ""Inventor 100""]",2023-02-17
disc_59d6261bde,Invention disclosure — diagnostic imaging,Describes software pipeline for biofabrication.,"[""Inventor 5"", ""Inventor 138""]",2020-11-28
disc_26e8ce51c9,Invention disclosure — bioprinting,Describes device prototype for drug discovery.,"[""Inventor 107"", ""Inventor 109""]",2023-09-29
disc_cb205ea836,Invention disclosure — gene editing (CRISPR),Describes novel assay for manufacturing.,"[""Inventor 503"", ""Inventor 101""]",2024-12-18
disc_145fb3cfd0,Invention disclosure — CAR-T manufacturing,Describes device prototype for diagnostics.,"[""Inventor 79"", ""Inventor 54"", ""Inventor 24""]",2021-05-10
disc_f232f87502,Invention disclosure — biosensors,Describes device prototype for manufacturing.,"[""Inventor 496"", ""Inventor 54"", ""Inventor 443""]",2022-09-15
disc_584f98aa4b,Invention disclosure — mRNA therapeutics,Describes novel assay for manufacturing.,"[""Inventor 87""]",2022-09-29
disc_d170a5aa63,Invention disclosure — CAR-T manufacturing,Describes novel assay for drug discovery.,"[""Inventor 407""]",2020-07-12
disc_1cea270119,Invention disclosure — biosensors,Describes novel assay for biofabrication.,"[""Inventor 158""]",2024-05-20
disc_1a72e105c7,Invention disclosure — biosensors,Describes software pipeline for drug discovery.,"[""Inventor 116""]",2021-07-31
disc_694907f2a5,Invention disclosure — lab-on-a-chip,Describes software pipeline for biofabrication.,"[""Inventor 467""]",2021-05-03
disc_6e4b5c3a16,Invention disclosure — AI-driven medicinal chemistry,Describes device prototype for biofabrication.,"[""Inventor 235"", ""Inventor 77"", ""Inventor 190""]",2019-01-06
disc_9d5c829487,Invention disclosure — mRNA therapeutics,Describes software pipeline for biofabrication.,"[""Inventor 137"", ""Inventor 61""]",2021-04-15
disc_9f0bff7e9e,Invention disclosure — graphene membranes,Describes novel assay for biofabrication.,"[""Inventor 533"", ""Inventor 452"", ""Inventor 10""]",2023-02-16
disc_7e3d418912,Invention disclosure — microfluidics,Describes novel assay for diagnostics.,"[""Inventor 128""]",2023-05-12
disc_6b00051fb4,Invention disclosure — ultrafast Li-ion charging,Describes device prototype for diagnostics.,"[""Inventor 428"", ""Inventor 331""]",2022-07-14
disc_ce3c4a601e,Invention disclosure — biosensors,Describes software pipeline for drug discovery.,"[""Inventor 516"", ""Inventor 411""]",2019-03-17
disc_31832853e6,Invention disclosure — diagnostic imaging,Describes device prototype for manufacturing.,"[""Inventor 325"", ""Inventor 355""]",2025-06-02
disc_a46c55253f,Invention disclosure — nanopore sequencing,Describes device prototype for drug discovery.,"[""Inventor 528""]",2023-04-26
disc_ac807818f4,Invention disclosure — robotic prosthetics,Describes device prototype for drug discovery.,"[""Inventor 160"", ""Inventor 313"", ""Inventor 314""]",2021-07-03
disc_ce8abc2b2a,Invention disclosure — nanopore sequencing,Describes novel assay for manufacturing.,"[""Inventor 68"", ""Inventor 313""]",2019-06-24
disc_57793d28ca,Invention disclosure — gene editing (CRISPR),Describes novel assay for manufacturing.,"[""Inventor 393"", ""Inventor 279""]",2019-03-09
disc_28e074d21b,Invention disclosure — battery chemistry,Describes device prototype for manufacturing.,"[""Inventor 536""]",2024-05-09
disc_4b506c4a8b,Invention disclosure — microfluidics,Describes software pipeline for biofabrication.,"[""Inventor 459"", ""Inventor 344"", ""Inventor 452""]",2023-07-16
disc_d72266634b,Invention disclosure — gene editing (CRISPR),Describes device prototype for drug discovery.,"[""Inventor 581""]",2019-12-02
disc_b8e04a584f,Invention disclosure — gene editing (CRISPR),Describes software pipeline for diagnostics.,"[""Inventor 246""]",2024-03-26
disc_70a3ab3ea6,Invention disclosure — wearable health sensors,Describes software pipeline for diagnostics.,"[""Inventor 36"", ""Inventor 538"", ""Inventor 489""]",2022-05-15
disc_5fd24677bf,Invention disclosure — wearable health sensors,Describes novel assay for drug discovery.,"[""Inventor 529"", ""Inventor 219"", ""Inventor 554""]",2021-01-13
disc_a1ea14b193,Invention disclosure — bioprinting,Describes novel assay for diagnostics.,"[""Inventor 8"", ""Inventor 97"", ""Inventor 533""]",2020-11-15
disc_04d8e94a42,Invention disclosure — protein engineering,Describes device prototype for biofabrication.,"[""Inventor 266""]",2024-01-09
disc_04a4efd1fc,Invention disclosure — lab-on-a-chip,Describes device prototype for manufacturing.,"[""Inventor 580"", ""Inventor 6""]",2021-05-05
disc_a020325092,Invention disclosure — ultrafast Li-ion charging,Describes novel assay for diagnostics.,"[""Inventor 122"", ""Inventor 382""]",2021-06-02
disc_d1c2c4be0b,Invention disclosure — single-cell multiomics,Describes device prototype for diagnostics.,"[""Inventor 562""]",2021-03-27
disc_3a93036db7,Invention disclosure — photovoltaic perovskites,Describes software pipeline for biofabrication.,"[""Inventor 207"", ""Inventor 325""]",2019-03-01
disc_af019e9643,Invention disclosure — AI-driven medicinal chemistry,Describes novel assay for biofabrication.,"[""Inventor 43""]",2021-10-26
disc_f1a6b8b118,Invention disclosure — gene editing (CRISPR),Describes novel assay for biofabrication.,"[""Inventor 188""]",2023-08-15
disc_340233207a,Invention disclosure — single-cell multiomics,Describes novel assay for diagnostics.,"[""Inventor 164"", ""Inventor 189""]",2025-03-23
disc_cd0a4bd171,Invention disclosure — gene editing (CRISPR),Describes device prototype for manufacturing.,"[""Inventor 457"", ""Inventor 217""]",2024-11-20
disc_2aa92f595c,Invention disclosure — photovoltaic perovskites,Describes device prototype for diagnostics.,"[""Inventor 309""]",2021-12-22
disc_b43dde7996,Invention disclosure — nanopore sequencing,Describes device prototype for diagnostics.,"[""Inventor 224""]",2024-07-27
disc_bea5e202c4,Invention disclosure — graphene membranes,Describes novel assay for biofabrication.,"[""Inventor 397"", ""Inventor 271"", ""Inventor 507""]",2020-09-19
disc_cbdcaec264,Invention disclosure — nanopore sequencing,Describes device prototype for biofabrication.,"[""Inventor 93"", ""Inventor 248"", ""Inventor 298""]",2021-08-06
disc_bb830c7eb6,Invention disclosure — protein engineering,Describes novel assay for diagnostics.,"[""Inventor 431"", ""Inventor 223"", ""Inventor 469""]",2023-08-26
disc_45b8b02370,Invention disclosure — solid-state cooling,Describes novel assay for diagnostics.,"[""Inventor 589"", ""Inventor 135"", ""Inventor 484""]",2019-12-07
disc_5d6ec0343c,Invention disclosure — ultrafast Li-ion charging,Describes novel assay for drug discovery.,"[""Inventor 283""]",2020-10-20
disc_3a102dcdb6,Invention disclosure — microfluidics,Describes device prototype for manufacturing.,"[""Inventor 281""]",2019-07-06
disc_577b943deb,Invention disclosure — CAR-T manufacturing,Describes novel assay for manufacturing.,"[""Inventor 600"", ""Inventor 445"", ""Inventor 27""]",2020-07-10
disc_5872d9f00c,Invention disclosure — lab-on-a-chip,Describes novel assay for drug discovery.,"[""Inventor 575"", ""Inventor 590"", ""Inventor 188""]",2022-03-04
disc_dcf76694cf,Invention disclosure — AI-driven medicinal chemistry,Describes software pipeline for biofabrication.,"[""Inventor 591"", ""Inventor 65"", ""Inventor 492""]",2020-05-26
disc_84ef68f0d3,Invention disclosure — nanopore sequencing,Describes device prototype for biofabrication.,"[""Inventor 139"", ""Inventor 300""]",2023-04-02
disc_5dfba71155,Invention disclosure — wearable health sensors,Describes software pipeline for drug discovery.,"[""Inventor 251"", ""Inventor 437"", ""Inventor 462""]",2020-03-10
disc_f18c7aa9b2,Invention disclosure — protein engineering,Describes device prototype for manufacturing.,"[""Inventor 198"", ""Inventor 98""]",2019-01-26
disc_ac699663b5,Invention disclosure — nanopore sequencing,Describes software pipeline for diagnostics.,"[""Inventor 32"", ""Inventor 148"", ""Inventor 58""]",2024-02-10
disc_352db246fa,Invention disclosure — nanopore sequencing,Describes novel assay for diagnostics.,"[""Inventor 333""]",2022-02-14
disc_7d63b60cb5,Invention disclosure — protein engineering,Describes software pipeline for drug discovery.,"[""Inventor 408"", ""Inventor 447""]",2024-07-19
disc_f5d6f7f4c0,Invention disclosure — bioprinting,Describes software pipeline for manufacturing.,"[""Inventor 589"", ""Inventor 544"", ""Inventor 574""]",2024-04-04
disc_ac8eb44204,Invention disclosure — AI-driven medicinal chemistry,Describes device prototype for manufacturing.,"[""Inventor 330"", ""Inventor 26""]",2022-07-30
disc_f5647a7ccd,Invention disclosure — AI-driven medicinal chemistry,Describes novel assay for manufacturing.,"[""Inventor 431""]",2020-05-21
disc_c608539daf,Invention disclosure — battery chemistry,Describes novel assay for biofabrication.,"[""Inventor 532"", ""Inventor 83""]",2020-10-04
disc_917b83a4fb,Invention disclosure — protein engineering,Describes software pipeline for biofabrication.,"[""Inventor 183"", ""Inventor 409""]",2021-06-03
disc_b5023a9038,Invention disclosure — bioprinting,Describes device prototype for drug discovery.,"[""Inventor 172"", ""Inventor 555"", ""Inventor 83""]",2021-11-12
disc_c3aaeb547f,Invention disclosure — photovoltaic perovskites,Describes software pipeline for diagnostics.,"[""Inventor 288"", ""Inventor 96""]",2019-04-29
disc_5a7c6a6565,Invention disclosure — mRNA therapeutics,Describes device prototype for biofabrication.,"[""Inventor 186""]",2020-07-08
